input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.8596078431372549,0.45171849427168576,0.6572470492793042,0.6435714285714286,0.3168539325842697,0.23710960875446763,0.5124470794932334,0.4669281913831996,0.045348603416511986,,,,,,,,,,
raw,setup2,0.6065882352941177,0.44680851063829785,0.547599197645268,0.6071428571428572,0.748314606741573,0.026245915953965193,0.24880596344780154,0.24958830947259109,0.054900431252053454,,,,,,,,,,
raw,setup3,0.7347450980392157,0.4828150572831424,0.6195327728650912,0.475,0.42921348314606744,0.08706980178891954,0.37692024613103053,0.33535845826619126,0.05747000649436504,0.6666962504386902,0.7979152798652649,0.5887089371681213,1.3562262058258057,256.0,256.0,146.0,results_smoke_h384_l256_metrics/setup3_pca_d_mod3_raw.png,results_smoke_h384_l256_metrics/setup3_pairwise_distance_raw.png,results_smoke_h384_l256_metrics/setup3_tsne_d_mod3_raw.png
raw,setup4,0.6371764705882353,0.40425531914893614,0.5306115489354976,0.37142857142857144,0.6247191011235955,0.056461499458485,0.24649328197724138,0.2764262915866355,0.04715019897838837,,,,,,,,,,
