input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,r2_d_mod3,pearson_d_mod3,alignment_spearman
raw,setup1,0.8634994656562712,0.49743589743589745,0.6566878156846665,0.5,0.1778461795729136,0.4618281713454936,
raw,setup2,0.5654328184202856,0.4358974358974359,0.5338128447311674,0.5928571428571429,0.0322845628520988,,
raw,setup3,0.714077528417371,0.47435897435897434,0.6062722531233454,0.44761904761904764,0.1500393912121999,0.4170408753871194,0.0324839067352293
raw,setup4,0.5847663460604295,0.4512820512820513,0.5141529982576096,0.5619047619047619,0.03600892692652302,,
