epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank
1,-0.020136408262739058,1951.4421065481085,-0.020136408262739058,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
2,-0.0270167148157366,2011.7129612972863,-0.0270167148157366,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
3,-0.023901734158004586,2159.7942151521383,-0.023901734158004586,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
4,-0.027024518453369017,2215.0353682668588,-0.027024518453369017,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
5,-0.035687756274312143,2183.3568564967104,-0.035687756274312143,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
6,-0.04248346251092459,2182.4289872018912,-0.04248346251092459,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
7,-0.04148150545446888,2161.2002981085525,-0.04148150545446888,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
8,-0.04334276958711838,2149.7338096217104,-0.04334276958711838,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
9,-0.046948495664094626,2164.673937345806,-0.046948495664094626,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
10,-0.044161039612893215,2173.924624794408,-0.044161039612893215,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
11,-0.048032636509129874,2167.425228721217,-0.048032636509129874,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
12,-0.05233309976756573,2183.7599326685854,-0.05233309976756573,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
13,-0.0588107630610466,2175.7531224300988,-0.0588107630610466,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
14,-0.05741760193517333,2132.8304893092104,-0.05741760193517333,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
15,-0.05524789267464688,2184.775988127056,-0.05524789267464688,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
16,-0.058182648726199805,2188.440301192434,-0.058182648726199805,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
17,-0.06267084161701955,2207.2038831208883,-0.06267084161701955,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
18,-0.06275319543324019,2174.961978310033,-0.06275319543324019,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
19,-0.06369518763140629,2218.6279039884867,-0.06369518763140629,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
20,-0.059491658289181557,2193.1389866879113,-0.059491658289181557,rank_kendall_basic,0.1,1.0,10.0,0.05,1.0
