input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.45990180032733224,0.6100324148600236,0.6264285714285713,0.24044943820224718,0.05667737860061095,0.3766981130296147,0.33840706791516206,0.09952133573890615,,,,,,,,,,,,,,,,,
raw,setup3,0.7936078431372549,0.5768494208494208,0.730259671436142,0.4795417348608838,0.6338459075192222,0.7471428571428571,0.7123595505617977,0.1069025277708252,0.4341278298924601,0.40562341219925496,0.15938108821809358,hybrid,1.0,1.0,20.0,1.0,1.0,0.027395524084568024,0.028872668743133545,0.01290950272232294,0.248320534825325,15.0,1.0,0.0,0.0825944683902377,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.74,0.6966292134831461,,0.43611890179854595,0.4095914344380665,,hybrid,1.0,1.0,20.0,1.0,1.0,,,,,,,,,,,
raw,setup4,0.8385882352941176,0.607073359073359,0.7885911121205238,0.5188216039279869,0.6782608049999376,0.6714285714285715,0.5415730337078651,0.14319139630034194,0.4389753431816797,0.4055172475472441,0.10564071748331828,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.20224719101123598,0.03846202746765437,0.3364881530149269,0.3309324234107262,0.09127184302438816,,,,,,,,,,,,,,,,,
combat,setup3,0.8125882352941176,0.6024401544401544,0.7357862063744416,0.49754500818330605,0.6493745019679293,0.7371428571428571,0.6629213483146068,0.0897273187737877,0.42675216443404457,0.40716348356841603,0.16615285636968424,hybrid,1.0,1.0,20.0,1.0,1.0,0.025750992819666862,0.02555490843951702,0.012293331325054169,0.1924130767583847,13.0,2.0,0.0,0.14081925652126107,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_hybrid_a20_l1p0_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7314285714285714,0.6606741573033708,,0.4121097874225293,0.39145206203003863,,hybrid,1.0,1.0,20.0,1.0,1.0,,,,,,,,,,,
combat,setup4,0.8141960784313725,0.603953667953668,0.7699295934590051,0.530278232405892,0.696216938040017,0.6907142857142857,0.2584269662921348,0.12894445696210988,0.41614686126112854,0.4050255126600558,0.08257218685064047,,,,,,,,,,,,,,,,,
