input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.45990180032733224,0.6100324148600236,0.6264285714285713,0.24044943820224718,0.05667737860061095,0.3766981130296147,0.33840706791516206,0.09952133573890615,,,,,,,,,,,,,,,,,
raw,setup3,0.7967450980392157,0.5812972972972974,0.7481641305170716,0.4713584288052373,0.6409759943392669,0.7092857142857143,0.44044943820224725,0.1003867997316652,0.42572034209448606,0.39725181908238605,0.08235791137866302,rank_kendall,1.0,1.0,10.0,1.0,1.0,0.9791275262832642,1.0595158338546753,0.9719241857528687,1.1644320487976074,256.0,256.0,256.0,0.04771801237465285,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.6778571428571428,0.5797752808988764,,0.14811355235149914,0.3056450344351204,,rank_kendall,1.0,1.0,10.0,1.0,1.0,,,,,,,,,,,
raw,setup4,0.8247058823529412,0.6112432432432433,0.7742826860473919,0.4959083469721768,0.6747848404490343,0.5728571428571428,0.44719101123595506,0.12015021060161568,0.38655731135165877,0.36467105529663235,0.056209903045468565,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.20224719101123598,0.03846202746765437,0.3364881530149269,0.3309324234107262,0.09127184302438816,,,,,,,,,,,,,,,,,
combat,setup3,0.8121176470588236,0.5823011583011583,0.7677341206752971,0.48936170212765956,0.65475189191614,0.7278571428571429,0.49887640449438203,0.07917838737610294,0.4149543300307322,0.3913998740544217,0.06777227138396894,rank_kendall,1.0,1.0,10.0,1.0,1.0,0.9077589511871338,0.9361971020698547,0.899505615234375,1.0847508907318115,256.0,256.0,255.0,0.09328321814626417,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7142857142857143,0.6157303370786517,,0.29439610114521797,0.35960466556293313,,rank_kendall,1.0,1.0,10.0,1.0,1.0,,,,,,,,,,,
combat,setup4,0.8414117647058823,0.606023166023166,0.7604284957226134,0.4795417348608838,0.6743913074278934,0.6757142857142857,0.22921348314606743,-0.020394245847759507,0.39390195417194557,0.3656843542869108,0.05825995339244909,,,,,,,,,,,,,,,,,
