input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,r2_d_mod3,pearson_d_mod3,z_std_train,z_std_test,alignment_spearman
raw,setup1,0.8634994656562712,0.49743589743589745,0.6566878156846665,0.5,0.1778461795729136,0.4618281713454936,,,
raw,setup2,0.5654328184202856,0.4358974358974359,0.5338128447311674,0.5928571428571429,0.0322845628520988,,,,
raw,setup3,0.8005440590692703,0.47692307692307695,0.6275976050676403,0.44047619047619047,0.14851425178740485,0.432143264339921,0.7117387056350708,0.7158059477806091,0.06884787780912713
raw,setup4,0.558534926649179,0.40512820512820513,0.5193602932855491,0.5047619047619047,-0.0907622491834601,,,,
