epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,lambda_rank
1,298.0883652536493,298.0883652536493,-0.0006991100595577768,euclidean,1.0,1.0,10.0,1.0
2,262.22632317793995,262.22632317793995,-0.004586557606480231,euclidean,1.0,1.0,10.0,1.0
3,242.4635507684005,242.4635507684005,-0.02657192636673388,euclidean,1.0,1.0,10.0,1.0
4,232.95789136384664,232.95789136384664,-0.05169061032172881,euclidean,1.0,1.0,10.0,1.0
5,221.14477298134253,221.14477298134253,-0.0026451513710382736,euclidean,1.0,1.0,10.0,1.0
6,209.60486482319078,209.60486482319078,-0.003386339745606835,euclidean,1.0,1.0,10.0,1.0
7,198.7028415077611,198.7028415077611,0.006701335641800573,euclidean,1.0,1.0,10.0,1.0
8,186.8282141434519,186.8282141434519,-0.011748220918602064,euclidean,1.0,1.0,10.0,1.0
9,175.74627685546875,175.74627685546875,0.01026490586809814,euclidean,1.0,1.0,10.0,1.0
10,165.79997092799135,165.79997092799135,-0.017024153843522072,euclidean,1.0,1.0,10.0,1.0
11,157.3492889404297,157.3492889404297,-0.014404100512987688,euclidean,1.0,1.0,10.0,1.0
12,147.9599215858861,147.9599215858861,-0.03572386463010365,euclidean,1.0,1.0,10.0,1.0
13,139.64543232164885,139.64543232164885,-0.024823080748319626,euclidean,1.0,1.0,10.0,1.0
14,128.78176679109274,128.78176679109274,-0.024221689560554774,euclidean,1.0,1.0,10.0,1.0
15,120.25150299072266,120.25150299072266,-0.014059315282410305,euclidean,1.0,1.0,10.0,1.0
16,109.65309143066406,109.65309143066406,-0.02439526008981231,euclidean,1.0,1.0,10.0,1.0
17,100.3743876407021,100.3743876407021,-0.04422110431876622,euclidean,1.0,1.0,10.0,1.0
18,92.0955975181178,92.0955975181178,-0.021148484445324068,euclidean,1.0,1.0,10.0,1.0
19,83.51688746402138,83.51688746402138,-0.0552324551390484,euclidean,1.0,1.0,10.0,1.0
20,76.12307257401316,76.12307257401316,-0.016399952244491464,euclidean,1.0,1.0,10.0,1.0
21,69.543036009136,69.543036009136,-0.02851423483930136,euclidean,1.0,1.0,10.0,1.0
22,64.21566551610043,64.21566551610043,-0.022253126126567,euclidean,1.0,1.0,10.0,1.0
23,59.79454381842362,59.79454381842362,-0.05687472881063035,euclidean,1.0,1.0,10.0,1.0
24,53.75076494718853,53.75076494718853,-0.04335156556733541,euclidean,1.0,1.0,10.0,1.0
25,49.219274822034336,49.219274822034336,-0.0390055496061809,euclidean,1.0,1.0,10.0,1.0
26,45.3677141289962,45.3677141289962,-0.04237672438122038,euclidean,1.0,1.0,10.0,1.0
27,40.62718782926861,40.62718782926861,-0.04102425728189318,euclidean,1.0,1.0,10.0,1.0
28,37.74953520925421,37.74953520925421,-0.039011422397666855,euclidean,1.0,1.0,10.0,1.0
29,32.82573529293663,32.82573529293663,-0.03366932785138488,euclidean,1.0,1.0,10.0,1.0
30,29.347985618992855,29.347985618992855,-0.044366425025816024,euclidean,1.0,1.0,10.0,1.0
31,25.994241011770146,25.994241011770146,-0.02069806159277888,euclidean,1.0,1.0,10.0,1.0
32,22.468479758814762,22.468479758814762,-0.03524260085664297,euclidean,1.0,1.0,10.0,1.0
33,19.724015587254573,19.724015587254573,-0.022469157058941692,euclidean,1.0,1.0,10.0,1.0
34,16.727780693455745,16.727780693455745,-0.016713463995409638,euclidean,1.0,1.0,10.0,1.0
35,13.991805980080052,13.991805980080052,-0.008019984663022976,euclidean,1.0,1.0,10.0,1.0
36,11.648845622414036,11.648845622414036,-0.03324189986175809,euclidean,1.0,1.0,10.0,1.0
37,9.436962077492161,9.436962077492161,-0.009977840034193114,euclidean,1.0,1.0,10.0,1.0
38,7.638575277830425,7.638575277830425,-0.00850717811600158,euclidean,1.0,1.0,10.0,1.0
39,6.3011558683294995,6.3011558683294995,-0.021765437283504167,euclidean,1.0,1.0,10.0,1.0
40,5.3953648115459245,5.3953648115459245,-0.021690325667517947,euclidean,1.0,1.0,10.0,1.0
41,4.98740668045847,4.98740668045847,-0.024506488802695747,euclidean,1.0,1.0,10.0,1.0
42,4.859096853356612,4.859096853356612,-0.012523055934396229,euclidean,1.0,1.0,10.0,1.0
43,4.83823269291928,4.83823269291928,-0.0042280773632228374,euclidean,1.0,1.0,10.0,1.0
44,4.8338197156002645,4.8338197156002645,-0.01794533054099271,euclidean,1.0,1.0,10.0,1.0
45,4.8315884439568775,4.8315884439568775,-0.01724870434324992,euclidean,1.0,1.0,10.0,1.0
46,4.829548333820544,4.829548333820544,-0.018006597705511683,euclidean,1.0,1.0,10.0,1.0
47,4.8293457533183854,4.8293457533183854,-0.01936465373115712,euclidean,1.0,1.0,10.0,1.0
48,4.828002754010652,4.828002754010652,-0.019807684492613924,euclidean,1.0,1.0,10.0,1.0
49,4.827060147335655,4.827060147335655,-0.022215938478965608,euclidean,1.0,1.0,10.0,1.0
50,4.825973586032265,4.825973586032265,-0.024134346516802907,euclidean,1.0,1.0,10.0,1.0
51,4.825716595900686,4.825716595900686,-0.025276112345684516,euclidean,1.0,1.0,10.0,1.0
52,4.824143384632311,4.824143384632311,-0.03288325351221781,euclidean,1.0,1.0,10.0,1.0
53,4.825310832575748,4.825310832575748,-0.03591371013929969,euclidean,1.0,1.0,10.0,1.0
54,4.825691875658538,4.825691875658538,-0.030309525367460753,euclidean,1.0,1.0,10.0,1.0
55,4.822017995934737,4.822017995934737,-0.032277245613697325,euclidean,1.0,1.0,10.0,1.0
56,4.822469033693013,4.822469033693013,-0.03569517872835461,euclidean,1.0,1.0,10.0,1.0
57,4.822075341877184,4.822075341877184,-0.03497961408605701,euclidean,1.0,1.0,10.0,1.0
58,4.822572883806731,4.822572883806731,-0.034984559727538576,euclidean,1.0,1.0,10.0,1.0
59,4.8207673273588485,4.8207673273588485,-0.033787458791936696,euclidean,1.0,1.0,10.0,1.0
60,4.821476007762708,4.821476007762708,-0.029955171783895868,euclidean,1.0,1.0,10.0,1.0
61,4.820736859974108,4.820736859974108,-0.03789404858099787,euclidean,1.0,1.0,10.0,1.0
62,4.819198382528205,4.819198382528205,-0.03979616156338077,euclidean,1.0,1.0,10.0,1.0
63,4.817984731573808,4.817984731573808,-0.04442679367371296,euclidean,1.0,1.0,10.0,1.0
64,4.81998149972213,4.81998149972213,-0.03983313100118386,euclidean,1.0,1.0,10.0,1.0
65,4.817526315387926,4.817526315387926,-0.035973190428002885,euclidean,1.0,1.0,10.0,1.0
66,4.817214137629459,4.817214137629459,-0.040848619353614356,euclidean,1.0,1.0,10.0,1.0
67,4.816572666168213,4.816572666168213,-0.0401332926152176,euclidean,1.0,1.0,10.0,1.0
