input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,r2_d_mod3,pearson_d_mod3,alignment_spearman
raw,setup1,0.8632080054405906,0.49743589743589745,0.6567107441458839,0.5,0.17774837212980488,0.4617333304225948,
raw,setup2,0.7210725735937046,0.41794871794871796,0.6019574481693631,0.5238095238095238,0.025956370512119964,,
raw,setup3,0.7807247644029922,0.4564102564102564,0.6228578563190793,0.519047619047619,0.12000231436530961,0.4110643783507747,0.061937802851867514
combat,setup1,0.792868940056349,0.46153846153846156,0.6272028596358631,0.49523809523809526,-0.07856127864506002,0.29761162936941227,
combat,setup2,0.7493442145147187,0.4128205128205128,0.5820511791148607,0.6642857142857143,-0.0315349807417189,,
combat,setup3,0.7656659865928299,0.41794871794871796,0.5882038790585957,0.638095238095238,-0.021333323686107963,0.3218336398554187,0.060654320794098174
