epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,lambda_rank
1,300.26996492084703,300.2704090319182,-0.001473059583651392,hybrid,1.0,1.0,10.0,0.3
2,268.2941806190892,268.31067215768917,-0.054976357000046654,hybrid,1.0,1.0,10.0,0.3
3,248.75102314196135,248.76133326480263,-0.03436618237020938,hybrid,1.0,1.0,10.0,0.3
4,240.40377807617188,240.42479906584086,-0.07007229063463838,hybrid,1.0,1.0,10.0,0.3
5,226.58053267629523,226.59638334575453,-0.052832844642628184,hybrid,1.0,1.0,10.0,0.3
6,216.4691844739412,216.49177872507195,-0.07531174380136163,hybrid,1.0,1.0,10.0,0.3
7,204.5204146535773,204.54531378495065,-0.08299324867364608,hybrid,1.0,1.0,10.0,0.3
8,192.03510404887953,192.0554592734889,-0.06785620258826959,hybrid,1.0,1.0,10.0,0.3
9,181.4702188592208,181.49599737870065,-0.08592605840806898,hybrid,1.0,1.0,10.0,0.3
10,168.0142966822574,168.04485280890214,-0.10185385965987255,hybrid,1.0,1.0,10.0,0.3
11,157.85288599917763,157.87321793405633,-0.0677736411116233,hybrid,1.0,1.0,10.0,0.3
12,148.17892054507607,148.21116236636513,-0.10747698763091314,hybrid,1.0,1.0,10.0,0.3
13,139.01006116365133,139.05204210783305,-0.13993773354511513,hybrid,1.0,1.0,10.0,0.3
14,128.52699319939865,128.56100263093649,-0.11336305519369871,hybrid,1.0,1.0,10.0,0.3
15,120.48458661531147,120.51835833097759,-0.11257385580163252,hybrid,1.0,1.0,10.0,0.3
16,112.13110391717208,112.17425456799958,-0.14383422848033278,hybrid,1.0,1.0,10.0,0.3
17,102.07017758018092,102.11282348632812,-0.14215396668173766,hybrid,1.0,1.0,10.0,0.3
18,91.8664486533717,91.91529083251953,-0.16280571530622087,hybrid,1.0,1.0,10.0,0.3
19,82.90295129073293,82.94846183375309,-0.15170324005578695,hybrid,1.0,1.0,10.0,0.3
20,75.52335959986637,75.56865651983964,-0.1509910659178307,hybrid,1.0,1.0,10.0,0.3
21,69.20992600290398,69.26367348118832,-0.17915623086063484,hybrid,1.0,1.0,10.0,0.3
22,63.92263251856754,63.96730443050987,-0.14890505412691518,hybrid,1.0,1.0,10.0,0.3
23,59.232332731548105,59.284998441997324,-0.1755525520757625,hybrid,1.0,1.0,10.0,0.3
24,53.903609024850944,53.9572195755808,-0.17870150859418668,hybrid,1.0,1.0,10.0,0.3
