input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,,
raw,setup2,0.7694509803921569,0.585945945945946,0.6780225603755016,0.4500818330605565,0.615077708538665,0.6085714285714285,0.23146067415730337,-0.05690395758488731,0.31646411628709464,0.28643693604946857,0.09388755257968534,,,,,,,,,,,,,,,,,,
raw,setup3,0.811843137254902,0.592,0.7567189037777273,0.4746317512274959,0.6529168153414612,0.71,0.49662921348314604,0.1046881143850027,0.4313962798212422,0.39631427683090625,0.05970884061510962,rank_kendall,0.1,1.0,5.0,,1.0,0.1,0.9967484474182129,1.0226579904556274,0.9929929375648499,1.162427306175232,128.0,128.0,128.0,0.05899492903329666,results_w0/sweep_alpha_5/setup3_pca_d_mod3_raw.png,results_w0/sweep_alpha_5/setup3_pairwise_distance_raw.png,results_w0/sweep_alpha_5/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.7200000000000001,0.5528089887640449,,0.225597945315246,0.3549852405881459,,rank_kendall,0.1,1.0,5.0,,1.0,0.1,,,,,,,,,,,
raw,setup4,0.8236078431372549,0.6032277992277992,0.7721629192217428,0.4844517184942717,0.6624875862164794,0.6335714285714286,0.33707865168539325,0.07424076648558486,0.4092920202913735,0.37891048131307475,0.05998834157463236,,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,,
combat,setup2,0.7734901960784314,0.5698841698841699,0.6827920357332122,0.46481178396072015,0.6156661966959477,0.5357142857142857,0.2584269662921349,-0.023391685081027402,0.3162456337590656,0.3139271171475927,0.06305070399365618,,,,,,,,,,,,,,,,,,
combat,setup3,0.815372549019608,0.6004015444015444,0.7684533272768567,0.48117839607201307,0.6648794828719423,0.7128571428571429,0.48314606741573035,0.06941541710228305,0.41320418154363164,0.398555255860494,0.07184696950358728,rank_kendall,0.1,1.0,5.0,,1.0,0.1,0.9270128011703491,0.9607094526290894,0.9180954098701477,1.046652913093567,128.0,128.0,128.0,0.07781016729087063,results_w0/sweep_alpha_5/setup3_pca_d_mod3_combat.png,results_w0/sweep_alpha_5/setup3_pairwise_distance_combat.png,results_w0/sweep_alpha_5/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7335714285714285,0.6606741573033708,,0.33186365992695177,0.34639626771800186,,rank_kendall,0.1,1.0,5.0,,1.0,0.1,,,,,,,,,,,
combat,setup4,0.8427058823529412,0.6088648648648649,0.7155727155727156,0.48936170212765956,0.6772364246397539,0.6885714285714286,0.24269662921348314,0.12712644060281586,0.4171572172299339,0.3913270108021744,0.058610814150092456,,,,,,,,,,,,,,,,,,
