epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank
1,1511.4133108038652,1511.4133108038652,0.003200624579269635,euclidean,0.1,1.0,10.0,,1.0
2,1344.5826801500823,1344.5826801500823,0.027450183063353364,euclidean,0.1,1.0,10.0,,1.0
3,1260.3969598067433,1260.3969598067433,0.0019597352243420716,euclidean,0.1,1.0,10.0,,1.0
4,1201.2930072985198,1201.2930072985198,0.0274489565819845,euclidean,0.1,1.0,10.0,,1.0
5,1141.8764070209704,1141.8764070209704,0.0027206597947760634,euclidean,0.1,1.0,10.0,,1.0
6,1083.813306306538,1083.813306306538,-0.021718517932305604,euclidean,0.1,1.0,10.0,,1.0
7,1044.0494224146794,1044.0494224146794,0.017318148656111015,euclidean,0.1,1.0,10.0,,1.0
8,984.4112677323191,984.4112677323191,0.013819719387045456,euclidean,0.1,1.0,10.0,,1.0
9,932.3898251182154,932.3898251182154,0.025863287088883993,euclidean,0.1,1.0,10.0,,1.0
10,878.5192549856085,878.5192549856085,-0.005676776317781524,euclidean,0.1,1.0,10.0,,1.0
11,825.6355301706415,825.6355301706415,0.01868072142947073,euclidean,0.1,1.0,10.0,,1.0
12,779.793990285773,779.793990285773,0.02073694786093639,euclidean,0.1,1.0,10.0,,1.0
13,734.9105192485608,734.9105192485608,0.002112345573933501,euclidean,0.1,1.0,10.0,,1.0
14,692.5198075143915,692.5198075143915,0.024894468976478828,euclidean,0.1,1.0,10.0,,1.0
15,644.1069592927631,644.1069592927631,0.027988311319955085,euclidean,0.1,1.0,10.0,,1.0
16,597.8118800113076,597.8118800113076,0.009722503735438773,euclidean,0.1,1.0,10.0,,1.0
17,557.2090486225329,557.2090486225329,0.011267098046741203,euclidean,0.1,1.0,10.0,,1.0
18,513.8593717876233,513.8593717876233,0.01377421086899152,euclidean,0.1,1.0,10.0,,1.0
19,476.09685476202714,476.09685476202714,-0.007639385539254076,euclidean,0.1,1.0,10.0,,1.0
20,437.60645816200656,437.60645816200656,0.003155427984893322,euclidean,0.1,1.0,10.0,,1.0
21,400.34655601099917,400.34655601099917,-0.0004019102443156666,euclidean,0.1,1.0,10.0,,1.0
22,365.2496418200041,365.2496418200041,0.014979132598167971,euclidean,0.1,1.0,10.0,,1.0
23,328.03155517578125,328.03155517578125,0.01845187649719025,euclidean,0.1,1.0,10.0,,1.0
24,294.6810158177426,294.6810158177426,0.004051295924000442,euclidean,0.1,1.0,10.0,,1.0
25,259.0465152138158,259.0465152138158,0.03452554210946944,euclidean,0.1,1.0,10.0,,1.0
26,229.70335950349508,229.70335950349508,0.0254137891729203,euclidean,0.1,1.0,10.0,,1.0
27,197.82930956388773,197.82930956388773,0.03210667467761883,euclidean,0.1,1.0,10.0,,1.0
28,172.4145917390522,172.4145917390522,0.01956938984681313,euclidean,0.1,1.0,10.0,,1.0
29,147.99570023386102,147.99570023386102,0.005519482993373745,euclidean,0.1,1.0,10.0,,1.0
30,128.02169077019943,128.02169077019943,0.03296271233366018,euclidean,0.1,1.0,10.0,,1.0
31,107.95404293662624,107.95404293662624,0.01950765606383548,euclidean,0.1,1.0,10.0,,1.0
32,89.7819739893863,89.7819739893863,-0.0063814663597823755,euclidean,0.1,1.0,10.0,,1.0
33,73.2678555940327,73.2678555940327,-0.012924102527138433,euclidean,0.1,1.0,10.0,,1.0
34,58.36545502512079,58.36545502512079,-0.02685954255100928,euclidean,0.1,1.0,10.0,,1.0
35,44.753782975046256,44.753782975046256,-0.02199492807879946,euclidean,0.1,1.0,10.0,,1.0
36,32.03180574115954,32.03180574115954,0.01734832563976708,euclidean,0.1,1.0,10.0,,1.0
37,21.23373744362279,21.23373744362279,0.00863258653369389,euclidean,0.1,1.0,10.0,,1.0
38,12.49285662801642,12.49285662801642,0.009320849903528333,euclidean,0.1,1.0,10.0,,1.0
39,6.995698376705772,6.995698376705772,-0.010039289506446374,euclidean,0.1,1.0,10.0,,1.0
40,5.010037773533871,5.010037773533871,-0.00881007267621738,euclidean,0.1,1.0,10.0,,1.0
41,4.833171944869192,4.833171944869192,-0.0029855053896222956,euclidean,0.1,1.0,10.0,,1.0
42,4.832908529984324,4.832908529984324,-0.0004336395512310494,euclidean,0.1,1.0,10.0,,1.0
43,4.8327882666336865,4.8327882666336865,-0.000914732654277223,euclidean,0.1,1.0,10.0,,1.0
44,4.832625113035503,4.832625113035503,-0.0013598189704536804,euclidean,0.1,1.0,10.0,,1.0
45,4.832129102004202,4.832129102004202,-0.002811918307806512,euclidean,0.1,1.0,10.0,,1.0
46,4.831823474482486,4.831823474482486,-0.004235551327981643,euclidean,0.1,1.0,10.0,,1.0
47,4.831547084607576,4.831547084607576,-0.004330297135502884,euclidean,0.1,1.0,10.0,,1.0
48,4.83064960178576,4.83064960178576,-0.005776454680783086,euclidean,0.1,1.0,10.0,,1.0
49,4.830358580539101,4.830358580539101,-0.00722211964985993,euclidean,0.1,1.0,10.0,,1.0
50,4.82941030201159,4.82941030201159,-0.010754489070294719,euclidean,0.1,1.0,10.0,,1.0
51,4.829833306764302,4.829833306764302,-0.009369032524869238,euclidean,0.1,1.0,10.0,,1.0
52,4.828448948107268,4.828448948107268,-0.01172146663118742,euclidean,0.1,1.0,10.0,,1.0
53,4.829356770766409,4.829356770766409,-0.010903337924422598,euclidean,0.1,1.0,10.0,,1.0
54,4.827699410287957,4.827699410287957,-0.01356435853277186,euclidean,0.1,1.0,10.0,,1.0
55,4.827010355497661,4.827010355497661,-0.015101892702085408,euclidean,0.1,1.0,10.0,,1.0
56,4.826480238061202,4.826480238061202,-0.01751708903496987,euclidean,0.1,1.0,10.0,,1.0
57,4.827534198760986,4.827534198760986,-0.015778304224735813,euclidean,0.1,1.0,10.0,,1.0
58,4.82574106517591,4.82574106517591,-0.018591749236771937,euclidean,0.1,1.0,10.0,,1.0
59,4.8253247863367985,4.8253247863367985,-0.019417959731072187,euclidean,0.1,1.0,10.0,,1.0
60,4.824436237937526,4.824436237937526,-0.020090575869146147,euclidean,0.1,1.0,10.0,,1.0
61,4.825092265480443,4.825092265480443,-0.019598125038962615,euclidean,0.1,1.0,10.0,,1.0
62,4.824586366352282,4.824586366352282,-0.01932293034501766,euclidean,0.1,1.0,10.0,,1.0
63,4.82364549134907,4.82364549134907,-0.019261226842277927,euclidean,0.1,1.0,10.0,,1.0
64,4.823077076359799,4.823077076359799,-0.023113583508682877,euclidean,0.1,1.0,10.0,,1.0
65,4.8226135906420255,4.8226135906420255,-0.021339492529238526,euclidean,0.1,1.0,10.0,,1.0
