input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,,
raw,setup2,0.7694509803921569,0.585945945945946,0.6780225603755016,0.4500818330605565,0.615077708538665,0.6085714285714285,0.23146067415730337,-0.05690395758488731,0.31646411628709464,0.28643693604946857,0.09388755257968534,,,,,,,,,,,,,,,,,,
raw,setup3,0.8080784313725491,0.5905791505791507,0.7561132561132561,0.4779050736497545,0.6530060666206803,0.6814285714285714,0.5011235955056179,0.11172619289352292,0.434143631925751,0.40500688912843447,0.08365537152299846,rank_kendall_basic,0.1,1.0,10.0,0.25,1.0,0.1,1.0429153442382812,1.0668083429336548,1.03863525390625,1.1720335483551025,128.0,128.0,128.0,0.053252357796972995,results_w0/sweep_nu_0.25/setup3_pca_d_mod3_raw.png,results_w0/sweep_nu_0.25/setup3_pairwise_distance_raw.png,results_w0/sweep_nu_0.25/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.6707142857142857,0.5595505617977528,,0.33567736449713315,0.35571845008025477,,rank_kendall_basic,0.1,1.0,10.0,0.25,1.0,0.1,,,,,,,,,,,
raw,setup4,0.7969019607843137,0.5887413127413128,0.7470663941252177,0.47299509001636664,0.6570873439373732,0.6364285714285715,0.33932584269662924,-0.015678205267195988,0.31519988467645477,0.30399969276433714,0.05702676148426331,,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,,
combat,setup2,0.7734901960784314,0.5698841698841699,0.6827920357332122,0.46481178396072015,0.6156661966959477,0.5357142857142857,0.2584269662921349,-0.023391685081027402,0.3162456337590656,0.3139271171475927,0.06305070399365618,,,,,,,,,,,,,,,,,,
combat,setup3,0.8255686274509804,0.5823474903474903,0.7592550533727005,0.4713584288052373,0.651101670894883,0.7471428571428571,0.4247191011235955,0.08818249110439114,0.4289948480574883,0.40107227350707936,0.06343197946920716,rank_kendall_basic,0.1,1.0,10.0,0.25,1.0,0.1,1.0043891668319702,1.0611827373504639,0.9962266683578491,1.233934998512268,128.0,128.0,128.0,0.1003813615274663,results_w0/sweep_nu_0.25/setup3_pca_d_mod3_combat.png,results_w0/sweep_nu_0.25/setup3_pairwise_distance_combat.png,results_w0/sweep_nu_0.25/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7350000000000001,0.5303370786516854,,0.204513141790447,0.3453226263809165,,rank_kendall_basic,0.1,1.0,10.0,0.25,1.0,0.1,,,,,,,,,,,
combat,setup4,0.835843137254902,0.6197837837837838,0.6928230751760165,0.5040916530278232,0.6758945822512364,0.6657142857142857,0.2808988764044944,0.11993394559297632,0.3986387392173795,0.36929458376143787,0.06388470902482034,,,,,,,,,,,,,,,,,,
