input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,,
raw,setup2,0.7694509803921569,0.585945945945946,0.6780225603755016,0.4500818330605565,0.615077708538665,0.6085714285714285,0.23146067415730337,-0.05690395758488731,0.31646411628709464,0.28643693604946857,0.09388755257968534,,,,,,,,,,,,,,,,,,
raw,setup3,0.8027843137254902,0.5948880308880309,0.7564160799454918,0.4828150572831424,0.6552480683071183,0.6971428571428572,0.5348314606741573,0.05959547052343517,0.4102819085373909,0.380529781604896,0.0700087395975893,rank_kendall,0.1,1.0,1.0,,1.0,0.1,1.176356315612793,1.2103757858276367,1.1554049253463745,1.5548665523529053,128.0,128.0,128.0,0.047926027753270824,results_w0/sweep_alpha_1/setup3_pca_d_mod3_raw.png,results_w0/sweep_alpha_1/setup3_pairwise_distance_raw.png,results_w0/sweep_alpha_1/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.6585714285714286,0.5662921348314607,,0.21914159484865672,0.3063103259065425,,rank_kendall,0.1,1.0,1.0,,1.0,0.1,,,,,,,,,,,
raw,setup4,0.8252549019607843,0.6010193050193049,0.75584828526005,0.48117839607201307,0.6489289531653091,0.6385714285714286,0.37977528089887647,-0.028436922619748284,0.3139293597892539,0.30295798499700916,0.05817275016039196,,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,,
combat,setup2,0.7734901960784314,0.5698841698841699,0.6827920357332122,0.46481178396072015,0.6156661966959477,0.5357142857142857,0.2584269662921349,-0.023391685081027402,0.3162456337590656,0.3139271171475927,0.06305070399365618,,,,,,,,,,,,,,,,,,
combat,setup3,0.816156862745098,0.5854517374517374,0.7655007949125597,0.4877250409165303,0.6528281065551159,0.7157142857142856,0.5573033707865168,0.08194734994899677,0.4214959324108104,0.3992942523257056,0.07101072371501674,rank_kendall,0.1,1.0,1.0,,1.0,0.1,1.023868203163147,1.0885857343673706,1.0189675092697144,1.1610621213912964,128.0,128.0,128.0,0.03534583214305819,results_w0/sweep_alpha_1/setup3_pca_d_mod3_combat.png,results_w0/sweep_alpha_1/setup3_pairwise_distance_combat.png,results_w0/sweep_alpha_1/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7385714285714285,0.5617977528089888,,0.21091621525055204,0.3736550153854571,,rank_kendall,0.1,1.0,1.0,,1.0,0.1,,,,,,,,,,,
combat,setup4,0.8413725490196079,0.616030888030888,0.751646604587781,0.502454991816694,0.6759583039833158,0.5942857142857143,0.25842696629213485,0.03407028567807846,0.3739601728957541,0.3511744661911879,0.05534832205129349,,,,,,,,,,,,,,,,,,
