epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank
1,-0.07828656015427489,1960.8152369449012,-0.07828656015427489,rank_kendall,0.1,1.0,50.0,,1.0
2,-0.09721186801202987,2150.3864810341283,-0.09721186801202987,rank_kendall,0.1,1.0,50.0,,1.0
3,-0.09677809849381447,2172.6144248560854,-0.09677809849381447,rank_kendall,0.1,1.0,50.0,,1.0
4,-0.08802882572145838,2179.9435007195725,-0.08802882572145838,rank_kendall,0.1,1.0,50.0,,1.0
5,-0.1190167318441366,2200.272570158306,-0.1190167318441366,rank_kendall,0.1,1.0,50.0,,1.0
6,-0.12853709176967018,2181.962466591283,-0.12853709176967018,rank_kendall,0.1,1.0,50.0,,1.0
7,-0.12076648079643124,2177.064305355674,-0.12076648079643124,rank_kendall,0.1,1.0,50.0,,1.0
8,-0.14133106662254585,2195.5530556126646,-0.14133106662254585,rank_kendall,0.1,1.0,50.0,,1.0
9,-0.15954352131015376,2187.136802271793,-0.15954352131015376,rank_kendall,0.1,1.0,50.0,,1.0
10,-0.17556650799356008,2215.946732370477,-0.17556650799356008,rank_kendall,0.1,1.0,50.0,,1.0
11,-0.1684856324603683,2195.715203536184,-0.1684856324603683,rank_kendall,0.1,1.0,50.0,,1.0
12,-0.1567111534899787,2194.0263350637338,-0.1567111534899787,rank_kendall,0.1,1.0,50.0,,1.0
13,-0.1504192089563922,2252.4099056846217,-0.1504192089563922,rank_kendall,0.1,1.0,50.0,,1.0
14,-0.17880702803009435,2244.3646561472037,-0.17880702803009435,rank_kendall,0.1,1.0,50.0,,1.0
15,-0.1834891665922968,2256.0722720497533,-0.1834891665922968,rank_kendall,0.1,1.0,50.0,,1.0
16,-0.18386603833029144,2217.0553299753287,-0.18386603833029144,rank_kendall,0.1,1.0,50.0,,1.0
17,-0.1736190052408921,2227.556043122944,-0.1736190052408921,rank_kendall,0.1,1.0,50.0,,1.0
18,-0.1932326617013467,2238.789878443668,-0.1932326617013467,rank_kendall,0.1,1.0,50.0,,1.0
19,-0.20097135948507408,2237.353843287418,-0.20097135948507408,rank_kendall,0.1,1.0,50.0,,1.0
20,-0.19396934893570447,2228.06984349301,-0.19396934893570447,rank_kendall,0.1,1.0,50.0,,1.0
21,-0.19359013653899493,2265.021124588816,-0.19359013653899493,rank_kendall,0.1,1.0,50.0,,1.0
22,-0.20802222584423266,2245.0325734991775,-0.20802222584423266,rank_kendall,0.1,1.0,50.0,,1.0
23,-0.21948368572875074,2235.3615594161183,-0.21948368572875074,rank_kendall,0.1,1.0,50.0,,1.0
24,-0.23534589064748665,2215.7036903782896,-0.23534589064748665,rank_kendall,0.1,1.0,50.0,,1.0
25,-0.1876966937592155,2192.639828330592,-0.1876966937592155,rank_kendall,0.1,1.0,50.0,,1.0
26,-0.18868135680493556,2195.9546219675162,-0.18868135680493556,rank_kendall,0.1,1.0,50.0,,1.0
27,-0.22356514828769783,2243.1014597039475,-0.22356514828769783,rank_kendall,0.1,1.0,50.0,,1.0
