epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,lambda_rank
1,297.5479029605263,297.5494489167866,-0.005159982755829237,hybrid,1.0,1.0,20.0,0.3
2,260.240867213199,260.2473546078331,-0.02163012168909374,hybrid,1.0,1.0,20.0,0.3
3,242.42881935521177,242.44295300935445,-0.04711169051619148,hybrid,1.0,1.0,20.0,0.3
4,231.87982258043792,231.9055304276316,-0.08569463192926426,hybrid,1.0,1.0,20.0,0.3
5,219.4608732524671,219.47448810778167,-0.04538202006369829,hybrid,1.0,1.0,20.0,0.3
6,208.0475520083779,208.06952386153372,-0.0732402844893697,hybrid,1.0,1.0,20.0,0.3
7,197.29056749845805,197.31121023077714,-0.06881249139060903,hybrid,1.0,1.0,20.0,0.3
8,186.3534080103824,186.38028275339227,-0.08958910562490162,hybrid,1.0,1.0,20.0,0.3
9,175.49934949372945,175.52091819361635,-0.07189582457373801,hybrid,1.0,1.0,20.0,0.3
10,165.68331186394943,165.71022836785568,-0.08972217326395605,hybrid,1.0,1.0,20.0,0.3
11,156.82126416658102,156.85168376721833,-0.10139510393338769,hybrid,1.0,1.0,20.0,0.3
12,147.4850142629523,147.5144083123458,-0.09798688554254018,hybrid,1.0,1.0,20.0,0.3
13,137.2554971795333,137.2854558041221,-0.09986090106203367,hybrid,1.0,1.0,20.0,0.3
14,128.03967927631578,128.07913328471938,-0.13151782731476583,hybrid,1.0,1.0,20.0,0.3
15,119.73856434069182,119.77084752133018,-0.10760951120602458,hybrid,1.0,1.0,20.0,0.3
16,108.86644423635383,108.90389171399568,-0.1248266427397826,hybrid,1.0,1.0,20.0,0.3
17,98.51935818320827,98.56183142411082,-0.14157431945204735,hybrid,1.0,1.0,20.0,0.3
18,91.29507125051398,91.33269018875926,-0.125395872483128,hybrid,1.0,1.0,20.0,0.3
19,83.64244922838714,83.69098342092414,-0.16178268547120847,hybrid,1.0,1.0,20.0,0.3
20,77.05373181794819,77.09226186651932,-0.12843253992890058,hybrid,1.0,1.0,20.0,0.3
21,70.51709546540913,70.5595683047646,-0.14157563940572895,hybrid,1.0,1.0,20.0,0.3
