input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.45990180032733224,0.6100324148600236,0.6264285714285713,0.24044943820224718,0.05667737860061095,0.3766981130296147,0.33840706791516206,0.09952133573890615,,,,,,,,,,,,,,,,,
raw,setup3,0.7974117647058824,0.5809266409266409,0.7308653191006133,0.4779050736497545,0.6352730060367162,0.7549999999999999,0.6808988764044944,0.10417915645883835,0.4360768538946511,0.41102371028097856,0.16162140197929764,hybrid,1.0,1.0,20.0,0.3,1.0,0.029865330085158348,0.03178022429347038,0.013845769688487053,0.14084653556346893,23.0,9.0,0.0,0.09123878576678184,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.7471428571428571,0.6921348314606741,,0.4168274567590569,0.3897832568137663,,hybrid,1.0,1.0,20.0,0.3,1.0,,,,,,,,,,,
raw,setup4,0.8243137254901962,0.6057760617760618,0.7763645998940117,0.5106382978723404,0.6716020723319259,0.6578571428571429,0.5662921348314607,0.11967313988574957,0.43142807809095624,0.3933734949266659,0.09938944015063338,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.20224719101123598,0.03846202746765437,0.3364881530149269,0.3309324234107262,0.09127184302438816,,,,,,,,,,,,,,,,,
combat,setup3,0.8330196078431372,0.6190888030888031,0.7549019607843138,0.49754500818330605,0.6700023123512399,0.72,0.5573033707865169,0.12406368307971849,0.4532903767837737,0.4315617304312189,0.1519305443896362,hybrid,1.0,1.0,20.0,0.3,1.0,0.02641342394053936,0.025648223236203194,0.01195661723613739,0.17223243415355682,19.0,2.0,0.0,0.1556651047100174,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_hybrid_a20_l0p3_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7092857142857143,0.5932584269662922,,0.3897855143414913,0.3770533364267335,,hybrid,1.0,1.0,20.0,0.3,1.0,,,,,,,,,,,
combat,setup4,0.8465882352941176,0.5972355212355213,0.7479370126428949,0.4762684124386252,0.6843769553830498,0.6292857142857142,0.24269662921348317,0.11508304816848003,0.41679706571510183,0.40561252216805266,0.09001753201341502,,,,,,,,,,,,,,,,,
