epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,lambda_rank
1,296.56335770456417,296.5804901123047,-0.017133350655632585,hybrid,1.0,1.0,4.0,1.0
2,259.89040013363484,259.94252415707234,-0.052125770702811054,hybrid,1.0,1.0,4.0,1.0
3,240.7216981586657,240.79371000591078,-0.07201267925924376,hybrid,1.0,1.0,4.0,1.0
4,231.46928164833471,231.56257790013365,-0.09329595838330294,hybrid,1.0,1.0,4.0,1.0
5,219.03515865928247,219.0957344456723,-0.06057477448331682,hybrid,1.0,1.0,4.0,1.0
6,208.04458618164062,208.12405556126646,-0.07947119295989212,hybrid,1.0,1.0,4.0,1.0
7,197.10503909462378,197.18778268914474,-0.08274359868741349,hybrid,1.0,1.0,4.0,1.0
8,186.24944827431128,186.33260305304276,-0.08315603491409045,hybrid,1.0,1.0,4.0,1.0
9,175.31584488718133,175.39591016267477,-0.08006632145445206,hybrid,1.0,1.0,4.0,1.0
10,165.74515493292557,165.85223388671875,-0.10707859822401875,hybrid,1.0,1.0,4.0,1.0
11,156.50296582673727,156.60710786518297,-0.10414132691527668,hybrid,1.0,1.0,4.0,1.0
12,146.52505091616982,146.62178200169615,-0.09673189217420786,hybrid,1.0,1.0,4.0,1.0
13,137.5640555933902,137.67678592079565,-0.11273227695767817,hybrid,1.0,1.0,4.0,1.0
14,127.14775527151008,127.27407395212273,-0.126319914271957,hybrid,1.0,1.0,4.0,1.0
15,117.57202429520457,117.70377108925267,-0.1317465999408772,hybrid,1.0,1.0,4.0,1.0
16,107.43256619102077,107.56497593929893,-0.13240963588223645,hybrid,1.0,1.0,4.0,1.0
17,97.50707686574836,97.66332887348376,-0.15625204675291715,hybrid,1.0,1.0,4.0,1.0
18,89.15713862368935,89.3060407136616,-0.14890227760923536,hybrid,1.0,1.0,4.0,1.0
19,82.3734564530222,82.55438111957751,-0.18092485164341174,hybrid,1.0,1.0,4.0,1.0
20,76.1847028230366,76.32641079551296,-0.14170772896001213,hybrid,1.0,1.0,4.0,1.0
21,69.82971412257145,69.98742354543586,-0.15770919679811127,hybrid,1.0,1.0,4.0,1.0
22,65.10684605648643,65.27722147891396,-0.17037514440323176,hybrid,1.0,1.0,4.0,1.0
23,60.03052079050165,60.19224889654862,-0.1617282669206983,hybrid,1.0,1.0,4.0,1.0
24,54.35487124794408,54.53328845375463,-0.17841726580732747,hybrid,1.0,1.0,4.0,1.0
25,50.488856064645866,50.692705254805716,-0.20384940308959862,hybrid,1.0,1.0,4.0,1.0
26,46.1707235637464,46.354618072509766,-0.18389454229097618,hybrid,1.0,1.0,4.0,1.0
27,42.371543081183184,42.56118975187603,-0.18964642717650063,hybrid,1.0,1.0,4.0,1.0
28,38.21282557437294,38.39999490035208,-0.18716929539253838,hybrid,1.0,1.0,4.0,1.0
29,34.34626017118755,34.5441231978567,-0.19786314940766284,hybrid,1.0,1.0,4.0,1.0
30,30.69095189947831,30.90746367605109,-0.21651166834329305,hybrid,1.0,1.0,4.0,1.0
31,27.03269526832982,27.222667995252106,-0.1899729075008317,hybrid,1.0,1.0,4.0,1.0
32,23.941458551507246,24.136066737927887,-0.19460809466085935,hybrid,1.0,1.0,4.0,1.0
33,20.805372037385638,21.003840496665553,-0.19846835457964948,hybrid,1.0,1.0,4.0,1.0
34,17.932517804597552,18.135028036017168,-0.2025103459232732,hybrid,1.0,1.0,4.0,1.0
35,15.171549797058105,15.384705091777601,-0.21315519158777438,hybrid,1.0,1.0,4.0,1.0
36,12.52976171593917,12.753465401498895,-0.22370358125159615,hybrid,1.0,1.0,4.0,1.0
37,10.31322579634817,10.533028000279478,-0.21980220824480057,hybrid,1.0,1.0,4.0,1.0
38,8.455460498207493,8.667230003758482,-0.21176958946805252,hybrid,1.0,1.0,4.0,1.0
39,6.810636821546052,7.012020487534373,-0.2013837165738407,hybrid,1.0,1.0,4.0,1.0
40,5.673143160970588,5.883103245183041,-0.2099600724483791,hybrid,1.0,1.0,4.0,1.0
41,5.057156914158871,5.268611230348286,-0.21145431482153454,hybrid,1.0,1.0,4.0,1.0
42,4.779312861593146,4.986746411574514,-0.2074335609611712,hybrid,1.0,1.0,4.0,1.0
43,4.6650088962755705,4.881835134405839,-0.21682623342463844,hybrid,1.0,1.0,4.0,1.0
44,4.6214378507513745,4.8517077847530965,-0.230269907336486,hybrid,1.0,1.0,4.0,1.0
45,4.629254566995721,4.840688680347643,-0.21143417687792526,hybrid,1.0,1.0,4.0,1.0
46,4.577095684252288,4.829804420471191,-0.2527086938682355,hybrid,1.0,1.0,4.0,1.0
47,4.564256617897435,4.828195421319259,-0.26393879714765045,hybrid,1.0,1.0,4.0,1.0
48,4.5558243550752335,4.826869036021986,-0.27104464722307103,hybrid,1.0,1.0,4.0,1.0
49,4.569676574907805,4.830793957961233,-0.2611173987388611,hybrid,1.0,1.0,4.0,1.0
