input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.45171849427168576,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.045348603416511986,,,,,,,,,,,,,,,,,,
raw,setup2,0.7694509803921569,0.585945945945946,0.6780225603755016,0.4500818330605565,0.615077708538665,0.6085714285714285,0.23146067415730337,-0.05690395758488731,0.31646411628709464,0.28643693604946857,0.09388755257968534,,,,,,,,,,,,,,,,,,
raw,setup3,0.815294117647059,0.599042471042471,0.7522143992732229,0.469721767594108,0.6534337323787128,0.6857142857142857,0.451685393258427,0.08277819376767492,0.4217482831240804,0.38797982555958715,0.0727115266616951,rank_kendall_basic,0.1,1.0,10.0,1.0,1.0,0.1,1.2953472137451172,1.277760624885559,1.2400351762771606,1.875241994857788,128.0,128.0,128.0,0.07269080044885867,results_w0/sweep_nu_1.0/setup3_pca_d_mod3_raw.png,results_w0/sweep_nu_1.0/setup3_pairwise_distance_raw.png,results_w0/sweep_nu_1.0/setup3_tsne_d_mod3_raw.png
raw,setup3-s,,,,,,0.615,0.5101123595505618,,0.279608959156313,0.2629732099971539,,rank_kendall_basic,0.1,1.0,10.0,1.0,1.0,0.1,,,,,,,,,,,
raw,setup4,0.7979607843137255,0.596772200772201,0.7658036187447953,0.4909983633387889,0.6742832876115443,0.6085714285714285,0.4337078651685394,0.0490487756251492,0.3878463547024021,0.3604987529072964,0.06718841074239197,,,,,,,,,,,,,,,,,,
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.46153846153846156,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.14760243322690314,0.4450355542121561,0.4376833484057679,0.035627890401461894,,,,,,,,,,,,,,,,,,
combat,setup2,0.7734901960784314,0.5698841698841699,0.6827920357332122,0.46481178396072015,0.6156661966959477,0.5357142857142857,0.2584269662921349,-0.023391685081027402,0.3162456337590656,0.3139271171475927,0.06305070399365618,,,,,,,,,,,,,,,,,,
combat,setup3,0.8214901960784314,0.5998455598455599,0.7615262321144675,0.48936170212765956,0.6657401190837483,0.7157142857142856,0.46966292134831467,0.043574281680486826,0.4070505414146692,0.3901003303309465,0.08685821723366602,rank_kendall_basic,0.1,1.0,10.0,1.0,1.0,0.1,1.1766773462295532,1.226549506187439,1.169167160987854,1.3772096633911133,128.0,128.0,128.0,0.09144180330499295,results_w0/sweep_nu_1.0/setup3_pca_d_mod3_combat.png,results_w0/sweep_nu_1.0/setup3_pairwise_distance_combat.png,results_w0/sweep_nu_1.0/setup3_tsne_d_mod3_combat.png
combat,setup3-s,,,,,,0.7757142857142857,0.597752808988764,,0.3475578429513686,0.36464433000266727,,rank_kendall_basic,0.1,1.0,10.0,1.0,1.0,0.1,,,,,,,,,,,
combat,setup4,0.8427843137254901,0.6092818532818532,0.7341206752971459,0.49754500818330605,0.6714566454690346,0.5542857142857143,0.2966292134831461,0.040496433342927185,0.3589113793315838,0.33632588234241945,0.0566393819682697,,,,,,,,,,,,,,,,,,
