epoch,loss
1,4.993190884590149
2,4.778777054377964
3,4.771783437047686
4,4.771251695496695
5,4.770229833466666
6,4.7700051580156595
7,4.769627622195652
8,4.768989052091326
9,4.769487874848502
10,4.76944100856781
11,4.768565688814435
12,4.768890789576939
13,4.768762264932905
14,4.768332515444074
15,4.7686372484479636
16,4.7685346603393555
17,4.768659472465515
18,4.768433400562832
19,4.7676689965384345
20,4.768045204026358
21,4.767572147505624
22,4.767528687204633
23,4.766837103026254
24,4.766376239912851
25,4.766211816242763
26,4.766152909823826
27,4.765598552567618
28,4.765827127865383
29,4.764593754495893
30,4.763711452484131
31,4.762889742851257
32,4.761792063713074
33,4.759667004857745
34,4.758639965738569
35,4.760198712348938
36,4.763286437307086
37,4.759900978633335
38,4.753491384642465
39,4.752437966210501
40,4.7523237977709085
41,4.746760538646153
42,4.755119834627424
43,4.748718244688852
44,4.747279116085598
45,4.749286736760821
46,4.742455414363316
47,4.747716154370989
48,4.750761457851955
49,4.74216513974326
50,4.744551862989153
51,4.7388733966009955
52,4.733986633164542
53,4.738966992923191
54,4.7354279926845
55,4.735469562666757
56,4.73538305078234
57,4.725890874862671
58,4.7289464473724365
59,4.727146642548697
60,4.722497769764492
61,4.724275146211896
62,4.7209779024124146
63,4.732504793575832
64,4.743064522743225
65,4.7231660570417136
66,4.716004712241037
67,4.729325379644122
68,4.731575523103986
69,4.731413909367153
70,4.71748297555106
71,4.714166641235352
72,4.709864633423941
73,4.71994856425694
74,4.720175555774143
75,4.708174705505371
76,4.706477386610849
77,4.710323248590742
78,4.7136179719652445
79,4.705192429678781
80,4.691544737134661
81,4.707481282097953
82,4.6967289958681375
83,4.708560977663312
84,4.714927775519235
85,4.6990670136043
86,4.712962457111904
87,4.707806144441877
88,4.70360175200871
89,4.704924140657697
90,4.694977675165449
91,4.696668914386204
92,4.6901344912392755
93,4.694485919816153
94,4.693187713623047
95,4.696258544921875
96,4.710230316434588
97,4.6851213318961005
98,4.689314433506557
99,4.720628959792001
100,4.703471013477871
101,4.678954941885812
102,4.69137920652117
103,4.687771047864642
104,4.715355089732578
105,4.688517195837838
106,4.668427433286395
107,4.705159102167402
108,4.685128927230835
109,4.682896937642779
110,4.681378943579538
111,4.689978531428745
112,4.67905136517116
113,4.688101087297712
114,4.687121680804661
115,4.676064167703901
116,4.690054212297712
117,4.684011323111398
118,4.676142368997846
119,4.6990163666861395
120,4.668787922177996
121,4.679740973881313
122,4.706917881965637
123,4.677106056894575
124,4.676210863249643
125,4.689532041549683
126,4.676566924367632
127,4.666806221008301
128,4.675170115062168
129,4.673796449388776
130,4.668305533272879
131,4.658653106008257
132,4.674673046384539
133,4.661138245037624
134,4.660534654344831
135,4.709154537745884
136,4.697830983570644
137,4.6764929464885165
138,4.667273555483137
139,4.694071275847299
140,4.6693187441144675
141,4.6547514881406515
142,4.65352863924844
143,4.655241114752633
144,4.6706217016492575
145,4.656727075576782
146,4.660648380007062
147,4.654998217310224
148,4.652671916144235
149,4.6719884020941596
150,4.673662577356611
151,4.652841602052961
152,4.653933422906058
153,4.650807619094849
154,4.6664298091615946
155,4.657783951078143
156,4.643814257213047
157,4.650286095482962
158,4.644942811557224
159,4.655638745852879
160,4.669749447277614
161,4.653199229921613
162,4.67049161025456
163,4.654317378997803
164,4.643540552684239
165,4.643607343946185
166,4.644279258591788
167,4.6431242397853305
168,4.63783780166081
169,4.645371879850115
170,4.636975901467459
171,4.640376670019967
172,4.630932637623379
173,4.627582243510655
174,4.645076530320304
175,4.657570259911673
176,4.639650855745588
177,4.64177976335798
178,4.657755494117737
179,4.643341524260385
180,4.634835617882865
181,4.632923177310398
182,4.6571749448776245
183,4.623997603143964
184,4.6240309817450385
185,4.635213426181248
186,4.643185581479754
187,4.639836345400129
188,4.634918008531843
189,4.619428140776498
190,4.627127545220511
191,4.630397779600961
192,4.627531715801784
193,4.642502648489816
194,4.640550085476467
195,4.651401707104275
196,4.636598978723798
197,4.62331759929657
198,4.640060356685093
199,4.637347374643598
200,4.63005256652832
