epoch,loss,yaware_loss,uniformity_loss
50,-0.30727011816842215,9.40971211024693,-19.433964456830704
51,-0.3466710363115583,9.44853571483067,-19.59041350228446
52,-0.19863547597612655,9.566171271460396,-19.529613494873047
53,-0.23398528780255998,9.561616556985038,-19.591203689575195
54,-0.3048123632158552,9.482869216373988,-19.575363159179688
55,-0.43446057183401926,9.40568038395473,-19.6802819115775
56,-0.6126689570290702,9.375392198562622,-19.976122311183385
57,-0.38728223528180805,9.6902220589774,-20.155008588518417
58,-0.3023136683872768,9.787650040217809,-20.17992741721017
59,-0.4289397512163435,9.749573707580566,-20.35702691759382
60,-0.4885956900460379,9.71944945199149,-20.416090284075057
61,-0.2251061030796596,9.876034327915736,-20.202280861990793
62,-0.46788549423217773,9.67860460281372,-20.292980194091797
63,-0.7574514661516462,9.560969829559326,-20.636842591421946
64,-0.4539652551923479,9.982829911368233,-20.873590333121165
65,-0.41791037150791716,10.08381564276559,-21.003452028547013
66,-0.10301685333251953,10.095450128827776,-20.396933964320592
67,-0.44326588085719515,9.805056061063494,-20.49664388384138
68,-0.5103085381644112,9.75515535899571,-20.53092779432024
69,-0.43613195419311523,9.875216211591448,-20.622696331569127
70,-0.4720523697989328,9.889511585235596,-20.723127910069056
71,-0.18278987067086355,10.101143292018346,-20.567866325378418
72,-0.257286616734096,10.073982102530342,-20.66253743852888
73,-0.16641793932233537,9.925302914210729,-20.183441707066127
74,-0.436737128666469,9.637913567679268,-20.149301392691477
75,-0.5501468522208077,9.669687679835729,-20.439669064113072
76,-0.10312114443097796,9.998981135232109,-20.204204559326172
77,-0.13749480247497559,9.820801155907768,-19.916591916765487
78,-0.7280683517456055,9.49024132319859,-20.436619349888392
79,-0.46387944902692524,9.81885916846139,-20.565477234976633
80,-0.6353364671979632,9.929638726370674,-21.129950387137278
81,-0.6000541278294155,9.824631214141846,-20.84937068394252
82,-0.6354634421212333,10.043374061584473,-21.357675007411412
83,-0.538426399230957,10.114620344979423,-21.30609348842076
84,-0.22642953055245535,10.251591954912458,-20.956042970929825
85,-0.4374986376081194,10.011294296809606,-20.89758586883545
86,-0.6784189769199916,9.755587782178607,-20.868013518197195
87,-0.46256801060267855,9.885942322867256,-20.69702066693987
88,-0.06797606604439872,10.13030903679984,-20.396570205688477
89,-0.19983604976109096,9.991990498134069,-20.38365309579032
90,-0.510082517351423,9.717064721243721,-20.45429447719029
91,-0.6572948183332171,9.610362257276263,-20.53531415121896
92,-0.524803638458252,9.78675583430699,-20.623118945530482
93,-0.36262266976492746,9.922531264168876,-20.570307867867605
94,-0.5175684179578509,9.725009747913905,-20.485156331743514
95,-0.6928472518920898,9.645872797284808,-20.677440098353795
96,-0.2245300837925502,10.01441478729248,-20.47788974217006
97,-0.31368936811174664,9.856956618172783,-20.341291972569056
98,-0.6598114967346191,9.778121267046247,-20.875865527561732
99,-0.33479288646153044,10.024768216269356,-20.719122205461776
100,-0.4776120185852051,9.956947803497314,-20.86911964416504
101,-0.4607303483145578,9.933788231440953,-20.78903715951102
102,-0.6027847698756627,9.81522628239223,-20.836022104535783
103,-0.4480886459350586,9.998947552272252,-20.89407239641462
104,-0.18337140764508927,10.089354855673653,-20.545452526637487
105,-0.3548883710588728,9.93122386932373,-20.572224480765207
106,-0.24956982476370676,10.044339861188616,-20.587819371904647
107,-0.18274477549961635,9.973102024623326,-20.311693600245885
108,-0.7449214117867606,9.635107040405273,-20.76005690438407
109,-0.4745452744620187,9.7654401915414,-20.479970932006836
110,-0.39010647365025114,9.975742953164238,-20.731698853628977
111,-0.42364672252110075,9.895569801330566,-20.638433047703334
112,-0.2898383821759905,9.849894319261823,-20.279465402875626
113,-0.36438022341047016,9.741890839168004,-20.212542125156947
114,-0.2577535765511649,9.890233721051898,-20.295974595206125
115,-0.5025478090558734,9.773193427494594,-20.551482473100936
116,-0.36943135942731586,9.782866954803467,-20.304596628461564
117,-0.34096976688929964,9.762194905962263,-20.206329345703125
118,-0.3534620829990932,9.808967999049596,-20.324860164097377
119,-0.7188234329223633,9.526703834533691,-20.49105453491211
120,-0.7357796260288784,9.716245991843087,-20.904051235743932
121,-0.530672413962228,9.934308188302177,-20.92996120452881
122,-0.7281178065708706,9.822902611323766,-21.10204083578927
123,-0.586155891418457,9.98627655846732,-21.144864899771555
124,-0.9441717692783901,9.965100356510707,-21.818544251578196
125,-0.3749743870326451,10.267992837088448,-21.285934448242188
126,-0.4608866146632603,10.11274344580514,-21.147260120936803
127,-0.3518402235848563,10.077614103044782,-20.858908653259277
128,-0.7276163101196289,9.909239292144775,-21.27371120452881
129,-0.5041816575186593,10.013162544795446,-21.03468840462821
130,-0.8261764390127999,9.922603130340576,-21.49755913870675
131,-0.5288205827985492,10.128972462245397,-21.31558609008789
132,-0.27962814058576313,10.214085102081299,-20.987426485334122
133,-0.29734883989606586,10.23957347869873,-21.07384463718959
134,-0.17779765810285295,9.99382107598441,-20.343237468174525
135,-0.3934910978589739,9.703816311700004,-20.194614819117955
136,-0.30190607479640413,9.747728654316493,-20.099269458225795
137,-0.5744819641113281,9.568268162863594,-20.285500253949845
138,-0.60832336970738,9.627475534166608,-20.471597807747976
139,-0.35977472577776226,9.818146433149066,-20.355842317853654
140,-0.569077900477818,9.716584886823382,-20.5713255746024
141,-0.26548147201538086,9.847864423479352,-20.226691790989467
142,-0.4022612231118338,9.645237752369471,-20.09499795096261
143,-0.6926190171922956,9.562980754034859,-20.51119954245431
144,-0.11697782788957868,9.965695994240898,-20.16534764426095
145,-0.5266551290239606,9.691900866372245,-20.43711199079241
146,-0.6711492197854179,9.590807948793683,-20.523914337158203
147,-0.3697028841291155,9.831454277038574,-20.40231432233538
148,-0.5733449799673898,9.869295937674385,-20.885281835283553
149,-0.8172148295811245,9.783430644444056,-21.201290948050364
150,-0.9159201213291713,9.835400785718646,-21.502641814095632
151,-0.5200471196855817,10.159265518188477,-21.358625275748118
152,-0.5785938671657017,10.124344280787877,-21.405876295907156
153,-0.5692381177629743,10.138917991093226,-21.416312217712402
154,-0.747265202658517,10.014437811715263,-21.52340602874756
155,-0.7438479832240513,10.15180151803153,-21.79129900251116
156,-0.7622149331229073,10.071116174970355,-21.666662216186523
157,-0.5177486964634487,10.460177489689418,-21.955852372305735
158,-0.4198087283543178,10.414353915623256,-21.66832528795515
159,-0.6997190202985492,10.09370585850307,-21.586849757603236
160,-0.5052538599286761,10.119728088378906,-21.249963896615164
161,-0.536290168762207,10.150114263807025,-21.372808865138463
162,-0.5350849287850517,10.034612246922084,-21.13939435141427
163,-0.39582851954868864,10.163798468453544,-21.119253976004465
164,-0.6833515848432269,10.012811320168632,-21.392325810023717
165,-0.6854706491742816,10.046801090240479,-21.46454347882952
166,-0.45935535430908203,10.15356513432094,-21.225840977260045
167,-0.36949402945382254,10.260709013257708,-21.26040608542306
168,-0.23433664866856166,10.275484085083008,-21.01964146750314
169,-0.6926894187927246,9.88964591707502,-21.16467067173549
170,-0.6337529591151646,9.885354382651192,-21.038214683532715
171,-0.749913079398019,9.836583069392614,-21.172992297581263
172,-0.3317320687430246,10.202087606702532,-21.067639350891113
173,-0.6334958417075021,9.913599525179182,-21.094190733773367
174,-0.5029557773045131,9.99049186706543,-20.986895288739884
175,-0.1436338084084647,10.07026287487575,-20.42779336656843
176,-0.2679766927446638,10.0252332006182,-20.586419786725724
177,-0.9971586636134556,9.66072130203247,-21.315759931291854
178,-0.22009011677333287,10.23988117490496,-20.919942583356583
179,-0.3806514058794294,10.021799496241979,-20.804901804242814
180,-0.4180166380746024,9.982559476579938,-20.801152229309082
181,-0.27914057459150043,9.964759315763201,-20.487799780709402
182,-0.4757809638977051,9.723458085741315,-20.39847809927804
183,-0.8729119641440255,9.453519242150444,-20.652862412588938
184,-0.5824706895010812,9.702631405421666,-20.570204189845494
185,-0.6371896607535226,9.970298085893903,-21.21497549329485
186,-0.7146896634783063,10.037288870130267,-21.503957067217147
187,-0.8220109258379255,9.930413246154785,-21.504848343985422
188,-0.37205900464739117,10.226433140890938,-21.19698429107666
189,-0.5015733582632882,10.069364752088275,-21.141876220703125
190,-0.7577255112784249,9.957808358328682,-21.431067739214217
191,-0.6089925765991211,10.036173479897636,-21.290332112993514
192,-0.390859808240618,10.24424157823835,-21.270202772957937
193,-0.7239858763558524,9.981109619140625,-21.410190990992955
194,-0.6295971870422363,9.970694065093994,-21.20058250427246
195,-0.7728846413748605,9.91034528187343,-21.366459846496582
196,-0.852072034563337,10.037833895002093,-21.77981185913086
197,-0.42159782137189594,10.29996633529663,-21.443128313337052
198,-0.6291225978306362,10.282536574772426,-21.823318345206125
199,-0.6327238764081683,10.041664668491908,-21.348777089800155
200,-0.8220928737095424,10.09547826222011,-21.835142271859304
