input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,r2_d_mod3,pearson_d_mod3,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,setup1,0.8634994656562712,0.49743589743589745,0.6566878156846665,0.5,0.1778461795729136,0.4618281713454936,,,,,,,,,,,
raw,setup2,0.5654328184202856,0.4358974358974359,0.5338128447311674,0.5928571428571429,0.0322845628520988,,,,,,,,,,,,
raw,setup3,0.6712328767123288,0.441025641025641,0.5693251631149713,0.5357142857142857,0.045814815574077294,0.2648327326879297,0.9725797176361084,0.9725806713104248,0.032907769083976746,0.06741048395633698,37.0,0.0,0.0,-0.03791781748606221,results_smoke_euclidean_uniform_l768/setup3_pca_d_mod3_raw.png,results_smoke_euclidean_uniform_l768/setup3_pairwise_distance_raw.png,results_smoke_euclidean_uniform_l768/setup3_tsne_d_mod3_raw.png
raw,setup4,0.6200330321577772,0.4512820512820513,0.5049790260606615,0.19047619047619044,-0.09397245044259606,,,,,,,,,,,,
