run_set,stage,version,task_kind,task,method,n,n_positive,auc,ci_lo,ci_hi
old_full_20eff128_reference,full_euclidean,raw,dx_binary,MCI_vs_AD,ridge_dhat_all,361,102.0,0.7447952153834506,0.688363390765782,0.7986766598977408
old_full_20eff128_reference,full_euclidean,raw,dx_binary,MCI_vs_AD,ridge_dhat_finetune,361,102.0,0.7447952153834506,0.688363390765782,0.7986766598977408
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,baseline_raw,361,102.0,0.7232568703156939,0.6681440803635493,0.7764366287449653
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_euclidean_probe,361,102.0,0.663411310470134,0.6034247377529316,0.7217827196404792
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_euclidean_s,361,102.0,0.3444999621470209,0.2859975892252042,0.4021075939657268
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_hybrid_basic_probe,361,102.0,0.7095162389280038,0.6504066583709632,0.7657336009172646
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_hybrid_basic_s,361,102.0,0.7090998561586797,0.6517080626116536,0.7657381892411005
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_rank_kendall_basic_probe,361,102.0,0.7000529941706413,0.6400214309550021,0.7577901309624893
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_rank_kendall_basic_s,361,102.0,0.6811643576349458,0.6206323880438385,0.7410408175355218
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_regress_d_probe,361,102.0,0.6740858505564389,0.6131043252935308,0.7345125828486548
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,contrastive_regress_d_s,361,102.0,0.6646604587781058,0.6007428523078907,0.7254777080188157
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,ridge_dhat_all,361,102.0,0.7006586418351124,0.6418683815100857,0.7564608468558494
old_full_20eff128_reference,full_hybrid_basic,raw,dx_binary,MCI_vs_AD,ridge_dhat_finetune,361,102.0,0.7006586418351124,0.6418683815100857,0.7564608468558494
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,baseline_raw,361,102.0,0.7704595351654175,0.7201773041478335,0.8192792911488564
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_euclidean_probe,361,102.0,0.7674691498220909,0.7121630153992777,0.8194183546059934
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_euclidean_s,361,102.0,0.6355515179044591,0.5687498404542605,0.7005107220550205
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_hybrid_basic_probe,361,102.0,0.7706109470815353,0.716982885573411,0.822086788373638
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_hybrid_basic_s,361,102.0,0.7314709667650844,0.6752232666307466,0.7860183392335748
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_rank_kendall_basic_probe,361,102.0,0.7525550760844878,0.6969587143492569,0.8032839105867314
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_rank_kendall_basic_s,361,102.0,0.7623589976531153,0.7091041699833371,0.8131790508660313
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_regress_d_probe,361,102.0,0.7606177606177607,0.7072639139636975,0.8112981850195438
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,contrastive_regress_d_s,361,102.0,0.7541070482246953,0.7020538019870045,0.8051138301152062
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,ridge_dhat_all,361,102.0,0.7403285638579756,0.6860546718595734,0.7927843485375513
old_full_20eff128_reference,full_regress_d,raw,dx_binary,MCI_vs_AD,ridge_dhat_finetune,361,102.0,0.7403285638579756,0.6860546718595734,0.7927843485375513
