epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,lambda_rank
1,-0.08940282339034111,384.7842102050781,-0.08940282339034111,rank_kendall,1.0,1.0,4.0,1.0
2,-0.12380381021648645,418.184326171875,-0.12380381021648645,rank_kendall,1.0,1.0,4.0,1.0
3,-0.10637292584502384,435.5987340023643,-0.10637292584502384,rank_kendall,1.0,1.0,4.0,1.0
4,-0.1743177989203679,434.39165135433797,-0.1743177989203679,rank_kendall,1.0,1.0,4.0,1.0
5,-0.17845309506121435,435.036720677426,-0.17845309506121435,rank_kendall,1.0,1.0,4.0,1.0
6,-0.18572215226135755,441.40717677066203,-0.18572215226135755,rank_kendall,1.0,1.0,4.0,1.0
7,-0.1890293591116604,439.02038895456417,-0.1890293591116604,rank_kendall,1.0,1.0,4.0,1.0
8,-0.20952976926376946,437.2734792608964,-0.20952976926376946,rank_kendall,1.0,1.0,4.0,1.0
9,-0.21350616334300293,432.4310720343339,-0.21350616334300293,rank_kendall,1.0,1.0,4.0,1.0
10,-0.2160063856526425,435.8756039268092,-0.2160063856526425,rank_kendall,1.0,1.0,4.0,1.0
11,-0.23135980493143984,436.6445392809416,-0.23135980493143984,rank_kendall,1.0,1.0,4.0,1.0
12,-0.24437028718622109,446.1677679764597,-0.24437028718622109,rank_kendall,1.0,1.0,4.0,1.0
13,-0.2495574104158502,435.6399728875411,-0.2495574104158502,rank_kendall,1.0,1.0,4.0,1.0
14,-0.2672123830569418,432.357277318051,-0.2672123830569418,rank_kendall,1.0,1.0,4.0,1.0
15,-0.26116978730026047,434.64665944952714,-0.26116978730026047,rank_kendall,1.0,1.0,4.0,1.0
16,-0.27433350839112935,458.66840402703536,-0.27433350839112935,rank_kendall,1.0,1.0,4.0,1.0
17,-0.2728911301023082,457.29234554893094,-0.2728911301023082,rank_kendall,1.0,1.0,4.0,1.0
18,-0.27308741525599833,457.0451097990337,-0.27308741525599833,rank_kendall,1.0,1.0,4.0,1.0
19,-0.274310628050252,461.90384071751646,-0.274310628050252,rank_kendall,1.0,1.0,4.0,1.0
20,-0.28775523289253835,454.9213048031456,-0.28775523289253835,rank_kendall,1.0,1.0,4.0,1.0
21,-0.27011987096384954,457.81379619397615,-0.27011987096384954,rank_kendall,1.0,1.0,4.0,1.0
22,-0.2812730105299699,469.68103509200245,-0.2812730105299699,rank_kendall,1.0,1.0,4.0,1.0
23,-0.2877901416075857,459.2547494988692,-0.2877901416075857,rank_kendall,1.0,1.0,4.0,1.0
24,-0.2893043897653881,453.1011079487048,-0.2893043897653881,rank_kendall,1.0,1.0,4.0,1.0
25,-0.28574647793644353,450.59448081568667,-0.28574647793644353,rank_kendall,1.0,1.0,4.0,1.0
26,-0.30315385053032323,460.1245261744449,-0.30315385053032323,rank_kendall,1.0,1.0,4.0,1.0
27,-0.28774455032850565,453.4948216488487,-0.28774455032850565,rank_kendall,1.0,1.0,4.0,1.0
28,-0.29271888419201497,462.1068259791324,-0.29271888419201497,rank_kendall,1.0,1.0,4.0,1.0
29,-0.2873650848081237,460.47679057874177,-0.2873650848081237,rank_kendall,1.0,1.0,4.0,1.0
30,-0.30932256500971944,453.36630570261104,-0.30932256500971944,rank_kendall,1.0,1.0,4.0,1.0
31,-0.31546563223788615,449.13933683696547,-0.31546563223788615,rank_kendall,1.0,1.0,4.0,1.0
32,-0.29824611779890564,456.248335988898,-0.29824611779890564,rank_kendall,1.0,1.0,4.0,1.0
33,-0.30010416162641423,454.1204014828331,-0.30010416162641423,rank_kendall,1.0,1.0,4.0,1.0
34,-0.3219360834673831,454.24727590460526,-0.3219360834673831,rank_kendall,1.0,1.0,4.0,1.0
35,-0.3189705359308343,455.81906770405016,-0.3189705359308343,rank_kendall,1.0,1.0,4.0,1.0
36,-0.30315983609149333,460.9522817511308,-0.30315983609149333,rank_kendall,1.0,1.0,4.0,1.0
37,-0.3095593789690419,455.3229755602385,-0.3095593789690419,rank_kendall,1.0,1.0,4.0,1.0
38,-0.3200666378987463,442.40290752210115,-0.3200666378987463,rank_kendall,1.0,1.0,4.0,1.0
39,-0.31543321358530146,447.47485512181333,-0.31543321358530146,rank_kendall,1.0,1.0,4.0,1.0
40,-0.32325005374456706,452.3340357730263,-0.32325005374456706,rank_kendall,1.0,1.0,4.0,1.0
41,-0.3419093175938255,454.51184242650083,-0.3419093175938255,rank_kendall,1.0,1.0,4.0,1.0
42,-0.32283394979803187,462.3817620528372,-0.32283394979803187,rank_kendall,1.0,1.0,4.0,1.0
43,-0.31896595500017466,462.39686825400906,-0.31896595500017466,rank_kendall,1.0,1.0,4.0,1.0
44,-0.3019288770462337,462.2218322753906,-0.3019288770462337,rank_kendall,1.0,1.0,4.0,1.0
45,-0.3201121609461935,450.8171964946546,-0.3201121609461935,rank_kendall,1.0,1.0,4.0,1.0
46,-0.31329076776379033,459.83739752518505,-0.31329076776379033,rank_kendall,1.0,1.0,4.0,1.0
47,-0.3178667786874269,463.6675543534128,-0.3178667786874269,rank_kendall,1.0,1.0,4.0,1.0
48,-0.31635375713047226,463.76244153474505,-0.31635375713047226,rank_kendall,1.0,1.0,4.0,1.0
49,-0.32474750045098755,453.611527292352,-0.32474750045098755,rank_kendall,1.0,1.0,4.0,1.0
50,-0.32208443472259923,462.4518416555304,-0.32208443472259923,rank_kendall,1.0,1.0,4.0,1.0
51,-0.3348390867835597,459.3715258146587,-0.3348390867835597,rank_kendall,1.0,1.0,4.0,1.0
52,-0.3398553258494327,460.46409205386516,-0.3398553258494327,rank_kendall,1.0,1.0,4.0,1.0
53,-0.31434273092370285,454.6815892269737,-0.31434273092370285,rank_kendall,1.0,1.0,4.0,1.0
54,-0.3167434130844317,456.35805953176396,-0.3167434130844317,rank_kendall,1.0,1.0,4.0,1.0
55,-0.32830775568359777,458.8543444181743,-0.32830775568359777,rank_kendall,1.0,1.0,4.0,1.0
56,-0.3374894182933004,460.02096396998354,-0.3374894182933004,rank_kendall,1.0,1.0,4.0,1.0
57,-0.34660028470189946,453.0983260305304,-0.34660028470189946,rank_kendall,1.0,1.0,4.0,1.0
58,-0.3458694799950248,447.78221692537005,-0.3458694799950248,rank_kendall,1.0,1.0,4.0,1.0
59,-0.3446226402332908,455.2577193410773,-0.3446226402332908,rank_kendall,1.0,1.0,4.0,1.0
60,-0.3319607988784188,458.82319560803865,-0.3319607988784188,rank_kendall,1.0,1.0,4.0,1.0
61,-0.33204360070981476,456.6769393117804,-0.33204360070981476,rank_kendall,1.0,1.0,4.0,1.0
62,-0.3335104435682297,447.71443899054276,-0.3335104435682297,rank_kendall,1.0,1.0,4.0,1.0
63,-0.32219173680794866,454.48235280890214,-0.32219173680794866,rank_kendall,1.0,1.0,4.0,1.0
64,-0.33835653098005997,467.0354774876645,-0.33835653098005997,rank_kendall,1.0,1.0,4.0,1.0
65,-0.33931199029872294,466.3909253572163,-0.33931199029872294,rank_kendall,1.0,1.0,4.0,1.0
66,-0.33933339777745697,463.96965107164885,-0.33933339777745697,rank_kendall,1.0,1.0,4.0,1.0
67,-0.34173788443992015,454.3291866904811,-0.34173788443992015,rank_kendall,1.0,1.0,4.0,1.0
68,-0.33961165421887446,447.4099040784334,-0.33961165421887446,rank_kendall,1.0,1.0,4.0,1.0
69,-0.3420609690641102,454.09828266344573,-0.3420609690641102,rank_kendall,1.0,1.0,4.0,1.0
