input_version,setup,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,loss_mode,tau,beta,rank_alpha,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot,result_dir,config
combat,setup3-s,,,,,,0.7042857142857143,0.6471910112359551,,0.4064162688050995,0.401101524025671,,hybrid,1.0,1.0,4.0,0.3,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l0p3_05152016_s60_c150_h384_l256,hybrid_a4_l0.3
combat,setup4,0.8119999999999999,0.5950115830115831,0.7516087516087515,0.5057283142389526,0.693331903201555,0.6635714285714286,0.2584269662921348,0.1605617447082961,0.4373020455125383,0.4185925976196602,0.0912302890318734,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l0p3_05152016_s60_c150_h384_l256,nan
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.4517184942716857,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.0453486034165119,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.4599018003273322,0.6100324148600236,0.6264285714285713,0.2404494382022471,0.0566773786006109,0.3766981130296147,0.338407067915162,0.0995213357389061,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
raw,setup3,0.8016862745098038,0.5705019305019305,0.7449844802785979,0.4746317512274959,0.6353009234466737,0.7492857142857142,0.6876404494382022,0.1085001458193047,0.4367066411680529,0.4105485471804025,0.1630602336498257,hybrid,1.0,1.0,4.0,1.0,1.0,0.0273035876452922,0.0287836249917745,0.016194149851799,0.1017004251480102,22.0,1.0,0.0,0.0786679545312262,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,hybrid_a4_l1
raw,setup3-s,,,,,,0.7485714285714286,0.6831460674157304,,0.4380260620729228,0.4138326018073243,,hybrid,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,hybrid_a4_l1
raw,setup4,0.8276078431372549,0.6091274131274131,0.7803770156711334,0.4795417348608838,0.6591815883957494,0.6664285714285715,0.5662921348314607,0.1373953710220345,0.4322173898567338,0.3958876190866999,0.0937805357110516,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.4615384615384615,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.1476024332269031,0.4450355542121561,0.4376833484057679,0.0356278904014618,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.2022471910112359,0.0384620274676543,0.3364881530149269,0.3309324234107262,0.0912718430243881,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
combat,setup3,0.8269019607843138,0.6025791505791506,0.7475584828526005,0.4795417348608838,0.6535991814115404,0.7549999999999999,0.6426966292134831,0.0930664179614252,0.4324766231693132,0.4147718275418885,0.1512614412681636,hybrid,1.0,1.0,4.0,1.0,1.0,0.0254995692521333,0.0249085072427988,0.0153789594769477,0.0988154783844947,18.0,0.0,0.0,0.1605915549123247,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,hybrid_a4_l1
combat,setup3-s,,,,,,0.7385714285714285,0.6337078651685394,,0.3971999782940599,0.3870579081354846,,hybrid,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,hybrid_a4_l1
combat,setup4,0.8085882352941177,0.6009729729729729,0.7642137936255583,0.4713584288052373,0.6714749886437051,0.64,0.2943820224719101,0.1526432650768505,0.4199025927621088,0.4045744444111255,0.0804993964783593,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_hybrid_a4_l1p0_05152016_s60_c150_h384_l256,nan
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.4517184942716857,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.0453486034165119,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.4599018003273322,0.6100324148600236,0.6264285714285713,0.2404494382022471,0.0566773786006109,0.3766981130296147,0.338407067915162,0.0995213357389061,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
raw,setup3,0.7967450980392157,0.5812972972972974,0.7481641305170716,0.4713584288052373,0.6409759943392669,0.7092857142857143,0.4404494382022472,0.1003867997316652,0.425720342094486,0.397251819082386,0.082357911378663,rank_kendall,1.0,1.0,10.0,1.0,1.0,0.9791275262832642,1.0595158338546753,0.9719241857528688,1.1644320487976074,256.0,256.0,256.0,0.0477180123746528,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,rank_kendall_a10
raw,setup3-s,,,,,,0.6778571428571428,0.5797752808988764,,0.1481135523514991,0.3056450344351204,,rank_kendall,1.0,1.0,10.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,rank_kendall_a10
raw,setup4,0.8247058823529412,0.6112432432432433,0.7742826860473919,0.4959083469721768,0.6747848404490343,0.5728571428571428,0.447191011235955,0.1201502106016156,0.3865573113516587,0.3646710552966323,0.0562099030454685,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.4615384615384615,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.1476024332269031,0.4450355542121561,0.4376833484057679,0.0356278904014618,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.2022471910112359,0.0384620274676543,0.3364881530149269,0.3309324234107262,0.0912718430243881,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
combat,setup3,0.8121176470588236,0.5823011583011583,0.7677341206752971,0.4893617021276595,0.65475189191614,0.7278571428571429,0.498876404494382,0.0791783873761029,0.4149543300307322,0.3913998740544217,0.0677722713839689,rank_kendall,1.0,1.0,10.0,1.0,1.0,0.9077589511871338,0.9361971020698548,0.899505615234375,1.0847508907318115,256.0,256.0,255.0,0.0932832181462641,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,rank_kendall_a10
combat,setup3-s,,,,,,0.7142857142857143,0.6157303370786517,,0.2943961011452179,0.3596046655629331,,rank_kendall,1.0,1.0,10.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,rank_kendall_a10
combat,setup4,0.8414117647058823,0.606023166023166,0.7604284957226134,0.4795417348608838,0.6743913074278934,0.6757142857142857,0.2292134831460674,-0.0203942458477595,0.3939019541719455,0.3656843542869108,0.058259953392449,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a10_05152016_s60_c150_h384_l256,nan
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.4517184942716857,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.0453486034165119,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.4599018003273322,0.6100324148600236,0.6264285714285713,0.2404494382022471,0.0566773786006109,0.3766981130296147,0.338407067915162,0.0995213357389061,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
raw,setup3,0.790156862745098,0.5850656370656371,0.7372246195775607,0.4877250409165303,0.6413193507341148,0.6871428571428572,0.4584269662921348,0.0776203504460321,0.4065427839159324,0.3791706846673096,0.0580280647356346,rank_kendall,1.0,1.0,20.0,1.0,1.0,1.0011800527572632,1.0117923021316528,0.97519052028656,1.390081763267517,256.0,256.0,256.0,0.0573686317649058,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,rank_kendall_a20
raw,setup3-s,,,,,,0.6014285714285714,0.503370786516854,,0.2039347491252391,0.2019669921575992,,rank_kendall,1.0,1.0,20.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,rank_kendall_a20
raw,setup4,0.8225098039215687,0.6054749034749035,0.7705352411234765,0.4959083469721768,0.6652787937290041,0.5828571428571429,0.503370786516854,0.0983146392675992,0.371173362316664,0.3403944926955247,0.0646632174592735,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.4615384615384615,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.1476024332269031,0.4450355542121561,0.4376833484057679,0.0356278904014618,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.2022471910112359,0.0384620274676543,0.3364881530149269,0.3309324234107262,0.0912718430243881,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
combat,setup3,0.8130588235294118,0.588942084942085,0.7704216821863881,0.4762684124386252,0.6567873235055882,0.7121428571428572,0.4157303370786517,0.0766372416110695,0.4063149088571918,0.4053780445397015,0.0603961435281747,rank_kendall,1.0,1.0,20.0,1.0,1.0,0.915282905101776,0.9454485774040222,0.9104777574539183,1.046109318733215,256.0,256.0,256.0,0.0652828435712779,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,rank_kendall_a20
combat,setup3-s,,,,,,0.7107142857142857,0.6292134831460674,,0.2811603159795562,0.3733399410044397,,rank_kendall,1.0,1.0,20.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,rank_kendall_a20
combat,setup4,0.8347843137254902,0.6046486486486486,0.7717086834733893,0.513911620294599,0.6852210213984312,0.6221428571428571,0.3303370786516854,0.1065610406258149,0.4153615269412213,0.3930913010746409,0.0476489022883974,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a20_05152016_s60_c150_h384_l256,nan
raw,setup1,0.859529411764706,0.5766177606177607,0.7621318797789386,0.4517184942716857,0.657122449587882,0.6435714285714286,0.3168539325842697,0.2370208374243633,0.5123545020823749,0.4667079120022348,0.0453486034165119,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
raw,setup2,0.7515294117647059,0.5618378378378378,0.6928987811340752,0.4599018003273322,0.6100324148600236,0.6264285714285713,0.2404494382022471,0.0566773786006109,0.3766981130296147,0.338407067915162,0.0995213357389061,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
raw,setup3,0.8084705882352942,0.5971428571428572,0.75721099250511,0.486088379705401,0.6597257925209166,0.7064285714285714,0.5011235955056179,0.0941925951955942,0.4225087860104751,0.392843145146229,0.0829773136991724,rank_kendall,1.0,1.0,4.0,1.0,1.0,0.9228764176368712,0.940214216709137,0.9128382205963136,1.1242352724075315,256.0,256.0,256.0,0.058744247880258,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_raw.png,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_pairwise_distance_raw.png,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_raw.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,rank_kendall_a4
raw,setup3-s,,,,,,0.6785714285714286,0.5662921348314607,,0.3498603641397425,0.3407559680790564,,rank_kendall,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,rank_kendall_a4
raw,setup4,0.8058823529411765,0.6107335907335907,0.7687561511090923,0.4828150572831424,0.6553499383287694,0.5064285714285715,0.5101123595505619,0.1167844806145537,0.4175735831022106,0.3852807813044995,0.0619392632132788,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
combat,setup1,0.8472941176470589,0.578980694980695,0.7606934665758196,0.4615384615384615,0.6613535627370241,0.6842857142857142,0.2898876404494382,0.1476024332269031,0.4450355542121561,0.4376833484057679,0.0356278904014618,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
combat,setup2,0.7192941176470589,0.5663166023166024,0.7090241502006207,0.4877250409165303,0.6409486541178023,0.5985714285714285,0.2022471910112359,0.0384620274676543,0.3364881530149269,0.3309324234107262,0.0912718430243881,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
combat,setup3,0.8266274509803923,0.5937760617760618,0.774282686047392,0.4762684124386252,0.6594020015990926,0.7264285714285714,0.6134831460674157,0.0772411418610566,0.4173134162133031,0.3958411654753393,0.0647316950626456,rank_kendall,1.0,1.0,4.0,1.0,1.0,0.9643644690513612,0.9945342540740968,0.9580236673355104,1.1208035945892334,256.0,256.0,256.0,0.070802405907763,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_pca_d_mod3_combat.png,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_pairwise_distance_combat.png,results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256/setup3_tsne_d_mod3_combat.png,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,rank_kendall_a4
combat,setup3-s,,,,,,0.7464285714285714,0.6696629213483146,,0.3388339638397957,0.3752087124458326,,rank_kendall,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,rank_kendall_a4
combat,setup4,0.8364705882352941,0.6035057915057915,0.7692482398364751,0.4893617021276595,0.6772234091842222,0.5592857142857143,0.3168539325842697,0.0588687687159219,0.406370402292254,0.3756456289150846,0.052531227518421,,,,,,,,,,,,,,,,,,/dcs07/zwang/data/adni_d/d_contrastive/results_rank_rank_kendall_a4_05152016_s60_c150_h384_l256,nan
