input_version,loss_mode,setup,tau,beta,rank_alpha,rank_nu,lambda_rank,final_soft_tau,z_std_train,z_std_test,z_dim_std_mean,z_dim_std_max,z_active_dims_005,z_active_dims_010,z_active_dims_050,cn_ad_auc,cn_mci_cls_auc,mci_ad_cls_auc,3class_acc,3class_macro_auc,mci_conv_auc,cn_mci_conv_auc,r2_d_mod3,pearson_d_mod3,spearman_d_mod3,alignment_spearman,centroid_alignment_spearman,pca_plot,pairwise_plot,tsne_plot
raw,euclidean,setup3,1.0,1.0,10.0,,1.0,1.0,0.0245620552450418,0.0260342452675104,0.009764477610588,0.1762063205242157,17.0,2.0,0.0,0.8052941176470589,0.5924787644787645,0.7349534408357937,0.4779050736497545,0.6462971430252099,0.7407142857142857,0.6696629213483146,0.1342753620054252,0.4519746060629862,0.4234844312010442,0.1898916108076901,0.0730101361464335,results_w0_setup3_only/mode_euclidean/setup3_pca_d_mod3_raw.png,results_w0_setup3_only/mode_euclidean/setup3_pairwise_distance_raw.png,results_w0_setup3_only/mode_euclidean/setup3_tsne_d_mod3_raw.png
raw,rank_kendall,setup3,1.0,1.0,10.0,,1.0,1.0,1.0036718845367432,1.0349054336547852,0.9970546960830688,1.1805235147476196,256.0,256.0,256.0,0.8017647058823529,0.5993976833976834,0.7480505715799834,0.486088379705401,0.6550179364346862,0.6964285714285714,0.4426966292134832,0.1030139567510972,0.4290701947569709,0.3958486885403728,0.0650978715852369,0.0802597930052329,results_w0_setup3_only/mode_rank_kendall/setup3_pca_d_mod3_raw.png,results_w0_setup3_only/mode_rank_kendall/setup3_pairwise_distance_raw.png,results_w0_setup3_only/mode_rank_kendall/setup3_tsne_d_mod3_raw.png
raw,rank_kendall_basic,setup3,1.0,1.0,10.0,,1.0,1.0,1.064405918121338,1.0706478357315063,1.051360845565796,1.3562239408493042,256.0,256.0,256.0,0.7998823529411766,0.6048648648648649,0.7566431978196685,0.4795417348608838,0.6589601812328705,0.6842857142857144,0.4696629213483146,0.0618060301838574,0.4094529915099468,0.3783264179004756,0.0839586034993527,0.0837467073438266,results_w0_setup3_only/mode_rank_kendall_basic/setup3_pca_d_mod3_raw.png,results_w0_setup3_only/mode_rank_kendall_basic/setup3_pairwise_distance_raw.png,results_w0_setup3_only/mode_rank_kendall_basic/setup3_tsne_d_mod3_raw.png
raw,hybrid,setup3,1.0,1.0,10.0,,1.0,1.0,0.0256730075925588,0.0266108959913253,0.0137439863756299,0.1284917145967483,14.0,3.0,0.0,0.8043529411764706,0.5851583011583011,0.733287909758498,0.486088379705401,0.6412958815260076,0.7735714285714286,0.6561797752808989,0.1064108091425665,0.4339830411384809,0.4068471991839316,0.1876496582842059,0.1270931876278724,results_w0_setup3_only/mode_hybrid/setup3_pca_d_mod3_raw.png,results_w0_setup3_only/mode_hybrid/setup3_pairwise_distance_raw.png,results_w0_setup3_only/mode_hybrid/setup3_tsne_d_mod3_raw.png
raw,hybrid_basic,setup3,1.0,1.0,10.0,,1.0,1.0,0.0241887066513299,0.0247739311307668,0.0127053083851933,0.099172219634056,16.0,0.0,0.0,0.799843137254902,0.5765868725868726,0.7354455295631768,0.4664484451718494,0.6344669986642518,0.725,0.6606741573033708,0.0951739025120482,0.4271124612543545,0.3999095653930591,0.1699371675456372,0.1210709477641503,results_w0_setup3_only/mode_hybrid_basic/setup3_pca_d_mod3_raw.png,results_w0_setup3_only/mode_hybrid_basic/setup3_pairwise_distance_raw.png,results_w0_setup3_only/mode_hybrid_basic/setup3_tsne_d_mod3_raw.png
combat,euclidean,setup3,1.0,1.0,10.0,,1.0,1.0,0.0238568186759948,0.0239513050764799,0.0084164245054125,0.1367962807416916,18.0,3.0,0.0,0.8303529411764706,0.6206949806949806,0.7387008857597093,0.5090016366612111,0.6693686730816406,0.7385714285714285,0.6202247191011236,0.1399515160442395,0.4517196689959111,0.4400513251905361,0.1972278946090369,0.1280494060198198,results_w0_setup3_only/mode_euclidean/setup3_pca_d_mod3_combat.png,results_w0_setup3_only/mode_euclidean/setup3_pairwise_distance_combat.png,results_w0_setup3_only/mode_euclidean/setup3_tsne_d_mod3_combat.png
combat,rank_kendall,setup3,1.0,1.0,10.0,,1.0,1.0,0.9334413409233092,0.9563505053520204,0.9190521240234376,1.167628526687622,256.0,256.0,256.0,0.8250196078431373,0.5930656370656371,0.7682640623817094,0.486088379705401,0.662868939285676,0.6985714285714286,0.4786516853932584,0.0737810592687656,0.413397342583044,0.3924607840506812,0.0728248824936062,0.1178966351907938,results_w0_setup3_only/mode_rank_kendall/setup3_pca_d_mod3_combat.png,results_w0_setup3_only/mode_rank_kendall/setup3_pairwise_distance_combat.png,results_w0_setup3_only/mode_rank_kendall/setup3_tsne_d_mod3_combat.png
combat,rank_kendall_basic,setup3,1.0,1.0,10.0,,1.0,1.0,1.0837337970733645,1.0979915857315063,1.0645084381103516,1.379627346992493,256.0,256.0,256.0,0.8164313725490195,0.5954749034749035,0.7619426148837913,0.4762684124386252,0.6590396310778474,0.687857142857143,0.5078651685393258,0.0618090649622654,0.4239762746536009,0.389438511043386,0.1009500259408746,0.1214797711094311,results_w0_setup3_only/mode_rank_kendall_basic/setup3_pca_d_mod3_combat.png,results_w0_setup3_only/mode_rank_kendall_basic/setup3_pairwise_distance_combat.png,results_w0_setup3_only/mode_rank_kendall_basic/setup3_tsne_d_mod3_combat.png
combat,hybrid,setup3,1.0,1.0,10.0,,1.0,1.0,0.0277825575321912,0.0274407472461462,0.0146252755075693,0.184646338224411,16.0,1.0,0.0,0.7989803921568627,0.5992741312741312,0.7235218411689002,0.4926350245499181,0.6435611949080329,0.7435714285714285,0.7235955056179775,0.0716210206632443,0.4105725534068234,0.4012584036055999,0.150051188134618,0.1238967793390329,results_w0_setup3_only/mode_hybrid/setup3_pca_d_mod3_combat.png,results_w0_setup3_only/mode_hybrid/setup3_pairwise_distance_combat.png,results_w0_setup3_only/mode_hybrid/setup3_tsne_d_mod3_combat.png
combat,hybrid_basic,setup3,1.0,1.0,10.0,,1.0,1.0,0.0259550660848617,0.0261604227125644,0.0130465468391776,0.10768573731184,23.0,1.0,0.0,0.8294117647058823,0.6123706563706564,0.7429025664319782,0.4942716857610474,0.655784870118222,0.7771428571428571,0.6853932584269663,0.1195414443860453,0.4545838249014559,0.4375515106367196,0.1925336449974344,0.1073407753807434,results_w0_setup3_only/mode_hybrid_basic/setup3_pca_d_mod3_combat.png,results_w0_setup3_only/mode_hybrid_basic/setup3_pairwise_distance_combat.png,results_w0_setup3_only/mode_hybrid_basic/setup3_tsne_d_mod3_combat.png
