epoch,loss
1,301.62108411287005
2,259.8881980494449
3,243.82418100457443
4,228.9360166850843
5,217.74645192999589
6,204.86656510202508
7,196.23787167197779
8,183.30013234991776
9,174.49514770507812
10,164.15211968672904
11,155.47655286287008
12,145.1064123856394
13,136.7234215987356
14,126.36650928698089
15,117.23655861302426
16,107.37600948936061
17,98.54815513209293
18,89.94161425138775
19,82.97312766627262
20,75.39717222514905
21,69.83865356445312
22,64.5209896689967
23,59.20941824662058
24,54.57691373323139
25,50.31856396323756
26,45.64950420981959
27,41.54946618331106
28,37.06169068185907
29,33.823090302316764
30,30.340332733957393
31,26.636001687300833
32,23.546451167056436
33,20.1425492136102
34,17.46806576377467
35,14.823099086159154
36,12.157463274504009
37,9.991020152443333
38,8.042739767777292
39,6.562354062732897
40,5.604984509317498
41,5.067934462898656
42,4.878527917360005
43,4.839678337699489
44,4.832705121291311
45,4.831523267846358
46,4.829793704183478
47,4.827788679223311
48,4.826494543175948
49,4.825354300047222
50,4.82408531088578
51,4.8238936474448755
52,4.823889205330296
53,4.823716966729415
54,4.824143510115774
55,4.821304948706376
56,4.819646609456916
57,4.819404325987163
58,4.821400617298327
59,4.819393810472991
60,4.8181205548738175
61,4.817327775453267
62,4.820851075021844
63,4.81607356824373
64,4.81477837813528
65,4.818663521816856
66,4.817581954755281
67,4.816682087747674
68,4.814204692840576
69,4.813468832718699
70,4.817712407363088
71,4.818794275584974
72,4.816026436655145
73,4.812702028374923
74,4.811930907400031
75,4.809458506734748
76,4.813772778762014
77,4.813726274590743
78,4.810745941965203
79,4.809607355218184
80,4.8110934558667635
81,4.8107193896644995
82,4.8107421523646305
83,4.808692881935521
84,4.809248748578523
85,4.806185069837068
86,4.809406757354736
87,4.808016676651804
88,4.805073361647756
89,4.807819215874923
90,4.802209327095433
91,4.8114618502165145
92,4.80669819681268
93,4.809879930395829
94,4.80771689665945
95,4.8072301463076945
96,4.8008218564485245
97,4.803392284794858
98,4.8029889056557105
99,4.805902004241943
100,4.804312028382954
101,4.800193836814479
102,4.811235352566368
103,4.804959774017334
104,4.802440291956851
105,4.800714266927619
106,4.7989687417682845
107,4.807544156124718
108,4.799878145519056
109,4.79883673316554
110,4.80594569758365
111,4.8039249119005705
112,4.804302466543097
113,4.804225269116853
114,4.800541225232576
115,4.796101093292236
116,4.805428203783538
117,4.800204201748497
118,4.800584416640432
119,4.801163798884342
120,4.802190554769416
121,4.7987168462652905
122,4.798567771911621
123,4.800729550813374
124,4.795219571966874
125,4.797267687948127
126,4.797206953952187
127,4.797927605478387
128,4.795444438332005
129,4.796382176248651
130,4.796441705603349
131,4.796810727370413
132,4.803658585799368
133,4.800245812064723
134,4.79152754733437
135,4.796940602754292
136,4.791518085881283
137,4.799581226549651
138,4.792213741101716
139,4.794000299353349
140,4.801518440246582
141,4.795463009884483
142,4.794532223751671
143,4.795795315190365
144,4.790681186475251
145,4.797077806372392
146,4.792177350897538
147,4.7888344212582235
148,4.79219052666112
149,4.791787774939286
150,4.791326874180844
