input_version,setup,cn_ad_auc,3class_acc,3class_macro_auc,mci_conv_auc,r2_d_mod3,pearson_d_mod3,alignment_spearman
raw,setup1,0.8634994656562712,0.49743589743589745,0.6567253908488947,0.5,0.17790732947229715,0.46188753614296496,
raw,setup2,0.7210725735937046,0.4256410256410256,0.6089204464438741,0.5238095238095238,0.054209606607718896,,
raw,setup3,0.6814339842611484,0.4461538461538462,0.5798708000335907,0.5880952380952381,0.1307165694536524,0.39344150377730336,0.025437281025696427
combat,setup1,0.7926746332458954,0.46153846153846156,0.6268691052274771,0.49523809523809526,-0.07840507291164966,0.2976553696559643,
combat,setup2,0.6737588652482269,0.4128205128205128,0.5645622574863935,0.6619047619047619,-0.025164610334701853,,
combat,setup3,0.6763820071893519,0.41025641025641024,0.5699356877407135,0.6642857142857143,0.01138254821196405,0.24086882266399914,0.08184901837720068
