epoch,loss,loss_euclidean,loss_rank,loss_mode,tau,beta,rank_alpha,rank_nu,lambda_rank
1,-0.022206240505176156,1936.5153487356085,-0.022206240505176156,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
2,-0.03216204984652761,2019.9355019017269,-0.03216204984652761,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
3,-0.03203877439036181,2050.483931692023,-0.03203877439036181,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
4,-0.03864336651014654,2124.6596808182567,-0.03864336651014654,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
5,-0.040424439075746034,2142.6595780222037,-0.040424439075746034,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
6,-0.047605655401160844,2148.9527909128287,-0.047605655401160844,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
7,-0.04750076171598936,2124.270591334293,-0.04750076171598936,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
8,-0.047926005172102076,2118.2624447471217,-0.047926005172102076,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
9,-0.05092879870024167,2106.582410310444,-0.05092879870024167,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
10,-0.05425262892324673,2089.066271330181,-0.05425262892324673,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
11,-0.044472557541571166,2113.6560122841283,-0.044472557541571166,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
12,-0.05440481183560271,2171.0404502467104,-0.05440481183560271,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
13,-0.06207079009005898,2168.7263055098683,-0.06207079009005898,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
14,-0.05995286295288488,2088.10109349301,-0.05995286295288488,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
15,-0.05932000926450679,2142.7790591591283,-0.05932000926450679,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
16,-0.06595447365390628,2118.2021805612662,-0.06595447365390628,rank_kendall_basic,0.1,1.0,10.0,0.1,1.0
